TEXTURE AT STRAIN =    0.9000
   2.462   3.065   0.121  <-- length of phase ellipsoid axes
   31.61    2.19   19.77  <-- Euler angles (deg) of phase ellipsoid axes
B       500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
 -176.85   77.23 -178.20   0.0003500
