  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.097   0.072   0.012   0.000   0.166   0.102   0.025
   0.025   6.000   0.093   0.071   0.012   0.000   0.162   0.102   0.023
   0.050   6.000   0.090   0.069   0.011   0.000   0.159   0.104   0.023
   0.075   6.000   0.088   0.069   0.011   0.000   0.156   0.106   0.022
   0.100   5.000   0.086   0.069   0.010   0.000   0.153   0.108   0.023
   0.125   5.000   0.084   0.070   0.010   0.000   0.151   0.112   0.023
   0.150   5.000   0.083   0.072   0.009   0.000   0.150   0.116   0.024
   0.175   6.000   0.083   0.074   0.009   0.000   0.149   0.120   0.026
   0.200   7.000   0.083   0.076   0.008   0.000   0.148   0.124   0.028
   0.225   7.000   0.082   0.078   0.008   0.000   0.149   0.128   0.030
   0.250   8.000   0.082   0.081   0.008   0.000   0.150   0.132   0.033
   0.275   7.000   0.082   0.084   0.007   0.000   0.152   0.136   0.036
   0.300   7.000   0.082   0.088   0.007   0.000   0.154   0.140   0.040
   0.325   7.000   0.082   0.091   0.007   0.000   0.156   0.143   0.044
   0.350   7.000   0.081   0.094   0.006   0.000   0.160   0.145   0.049
   0.375   7.000   0.080   0.098   0.006   0.000   0.164   0.147   0.054
   0.400   7.000   0.079   0.102   0.006   0.000   0.168   0.148   0.059
   0.425   7.000   0.078   0.106   0.005   0.000   0.173   0.150   0.065
   0.450   7.000   0.077   0.110   0.005   0.000   0.178   0.150   0.071
   0.475   7.000   0.075   0.114   0.004   0.000   0.183   0.151   0.077
   0.500   7.000   0.073   0.118   0.004   0.000   0.189   0.152   0.085
   0.525   7.000   0.071   0.121   0.003   0.000   0.195   0.153   0.093
   0.550   7.000   0.069   0.124   0.003   0.000   0.200   0.154   0.102
   0.575   7.000   0.067   0.126   0.003   0.000   0.205   0.155   0.112
   0.600   7.000   0.065   0.127   0.002   0.000   0.208   0.157   0.124
   0.625   7.000   0.062   0.127   0.002   0.000   0.210   0.159   0.137
   0.650   7.000   0.059   0.126   0.002   0.000   0.211   0.160   0.150
   0.675   7.000   0.056   0.125   0.002   0.000   0.211   0.161   0.162
   0.700   7.000   0.053   0.123   0.002   0.000   0.211   0.161   0.174
   0.725   7.000   0.050   0.121   0.001   0.000   0.212   0.160   0.185
   0.750   7.000   0.047   0.120   0.001   0.000   0.212   0.159   0.195
   0.775   7.000   0.045   0.119   0.001   0.000   0.213   0.157   0.204
   0.800   7.000   0.042   0.117   0.001   0.000   0.214   0.155   0.213
   0.825   7.000   0.039   0.116   0.001   0.000   0.215   0.153   0.221
   0.850   7.000   0.037   0.115   0.001   0.000   0.216   0.151   0.230
   0.875   7.000   0.035   0.114   0.001   0.000   0.217   0.149   0.237
   0.900   7.000   0.032   0.113   0.000   0.000   0.218   0.146   0.243
   0.925   7.000   0.030   0.112   0.000   0.000   0.218   0.143   0.249
   0.950   7.000   0.027   0.111   0.000   0.000   0.219   0.140   0.254
   0.975   7.000   0.025   0.110   0.000   0.000   0.220   0.137   0.259
   1.000   7.000   0.023   0.109   0.000   0.000   0.220   0.135   0.264
