  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   9.000   0.000   0.000   0.045   0.099   0.000   0.302
   0.025   9.000   0.000   0.000   0.046   0.099   0.000   0.297
   0.050   9.000   0.000   0.000   0.047   0.100   0.000   0.290
   0.075   9.000   0.000   0.000   0.049   0.099   0.000   0.281
   0.100   9.000   0.000   0.000   0.050   0.098   0.000   0.274
   0.125  11.000   0.000   0.000   0.053   0.097   0.000   0.271
   0.150  11.000   0.000   0.000   0.055   0.095   0.000   0.271
   0.175  11.000   0.000   0.000   0.058   0.094   0.000   0.274
   0.200  11.000   0.000   0.000   0.060   0.093   0.000   0.278
   0.225  11.000   0.001   0.000   0.063   0.093   0.000   0.284
   0.250  11.000   0.001   0.000   0.065   0.094   0.000   0.291
   0.275  11.000   0.001   0.000   0.068   0.094   0.000   0.298
   0.300  11.000   0.001   0.000   0.070   0.095   0.000   0.306
   0.325  11.000   0.001   0.000   0.073   0.097   0.000   0.315
   0.350  11.000   0.001   0.000   0.075   0.098   0.000   0.323
   0.375  10.000   0.001   0.000   0.078   0.100   0.000   0.331
   0.400  10.000   0.002   0.000   0.080   0.102   0.000   0.339
   0.425  10.000   0.002   0.000   0.083   0.104   0.000   0.347
   0.450  10.000   0.002   0.000   0.085   0.106   0.000   0.354
   0.475  10.000   0.002   0.000   0.087   0.108   0.000   0.361
   0.500  10.000   0.002   0.000   0.090   0.109   0.000   0.368
   0.525  10.000   0.003   0.000   0.092   0.111   0.000   0.374
   0.550  10.000   0.003   0.000   0.094   0.113   0.000   0.380
   0.575  10.000   0.003   0.000   0.096   0.115   0.000   0.385
   0.600  10.000   0.003   0.000   0.098   0.116   0.000   0.390
   0.625  10.000   0.004   0.000   0.100   0.118   0.000   0.394
   0.650  10.000   0.004   0.000   0.102   0.119   0.000   0.398
   0.675  10.000   0.004   0.000   0.104   0.120   0.000   0.402
   0.700  10.000   0.004   0.000   0.106   0.122   0.000   0.405
   0.725  10.000   0.004   0.000   0.107   0.123   0.000   0.408
   0.750  10.000   0.005   0.000   0.109   0.124   0.000   0.411
   0.775  10.000   0.005   0.000   0.110   0.125   0.000   0.413
   0.800  10.000   0.005   0.000   0.112   0.126   0.000   0.416
   0.825  10.000   0.005   0.000   0.113   0.127   0.000   0.418
   0.850  10.000   0.006   0.000   0.115   0.128   0.000   0.420
   0.875  10.000   0.006   0.000   0.116   0.129   0.000   0.421
   0.900  10.000   0.006   0.000   0.118   0.130   0.000   0.423
   0.925  10.000   0.006   0.000   0.119   0.131   0.000   0.424
   0.950  10.000   0.006   0.000   0.120   0.131   0.000   0.423
   0.975  10.000   0.006   0.000   0.120   0.131   0.000   0.422
   1.000   9.000   0.007   0.000   0.121   0.132   0.000   0.421
