TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -141.10  172.24 -179.96  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
  108.00   40.00 -108.00   0.0003500
