TEXTURE AT STRAIN =    0.4000
   1.401   1.765   0.388  <-- length of phase ellipsoid axes
 -112.96    2.11  155.41  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
  128.32   48.09 -135.78   0.0003500
