  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.148   0.038   0.046   0.000   0.085   0.074   0.066
   0.025   7.000   0.144   0.037   0.045   0.000   0.078   0.078   0.067
   0.050   7.000   0.141   0.036   0.043   0.000   0.070   0.084   0.069
   0.075   7.000   0.137   0.036   0.042   0.001   0.060   0.090   0.072
   0.100   7.000   0.133   0.036   0.040   0.001   0.052   0.096   0.074
   0.125   7.000   0.129   0.036   0.038   0.002   0.046   0.102   0.074
   0.150   8.000   0.127   0.037   0.036   0.002   0.044   0.107   0.073
   0.175   8.000   0.125   0.037   0.035   0.003   0.043   0.113   0.071
   0.200   8.000   0.124   0.038   0.034   0.003   0.043   0.119   0.070
   0.225   8.000   0.125   0.039   0.033   0.003   0.044   0.126   0.069
   0.250   8.000   0.126   0.040   0.033   0.004   0.045   0.133   0.068
   0.275   7.000   0.128   0.041   0.034   0.004   0.047   0.141   0.066
   0.300   7.000   0.130   0.042   0.034   0.004   0.049   0.149   0.065
   0.325   7.000   0.133   0.043   0.035   0.004   0.052   0.157   0.063
   0.350   7.000   0.136   0.044   0.036   0.005   0.055   0.166   0.061
   0.375   7.000   0.139   0.044   0.037   0.005   0.058   0.175   0.059
   0.400   7.000   0.142   0.045   0.038   0.005   0.061   0.184   0.056
   0.425   6.000   0.145   0.045   0.040   0.005   0.064   0.193   0.053
   0.450   6.000   0.149   0.045   0.041   0.005   0.067   0.202   0.049
   0.475   6.000   0.152   0.045   0.042   0.006   0.070   0.211   0.046
   0.500   6.000   0.154   0.045   0.044   0.006   0.073   0.220   0.042
   0.525   6.000   0.157   0.045   0.045   0.006   0.077   0.228   0.038
   0.550   6.000   0.160   0.044   0.047   0.006   0.080   0.236   0.034
   0.575   6.000   0.162   0.044   0.048   0.007   0.082   0.244   0.031
   0.600   6.000   0.164   0.043   0.050   0.007   0.085   0.252   0.028
   0.625   6.000   0.165   0.042   0.051   0.007   0.087   0.258   0.025
   0.650   5.000   0.167   0.041   0.053   0.007   0.089   0.265   0.024
   0.675   5.000   0.167   0.040   0.054   0.007   0.091   0.270   0.023
   0.700   5.000   0.167   0.039   0.055   0.007   0.093   0.275   0.024
   0.725   5.000   0.167   0.037   0.056   0.008   0.094   0.280   0.026
   0.750   5.000   0.166   0.036   0.057   0.008   0.095   0.284   0.029
   0.775   5.000   0.164   0.034   0.058   0.008   0.095   0.287   0.033
   0.800   6.000   0.162   0.032   0.059   0.008   0.095   0.290   0.039
   0.825   7.000   0.159   0.031   0.059   0.008   0.095   0.292   0.045
   0.850   7.000   0.156   0.029   0.060   0.008   0.095   0.293   0.053
   0.875   7.000   0.152   0.027   0.060   0.009   0.094   0.295   0.061
   0.900   7.000   0.147   0.025   0.060   0.009   0.093   0.294   0.070
   0.925   7.000   0.142   0.023   0.059   0.009   0.092   0.293   0.079
   0.950   7.000   0.137   0.021   0.058   0.009   0.091   0.292   0.088
   0.975   7.000   0.131   0.019   0.057   0.009   0.090   0.290   0.098
   1.000   7.000   0.126   0.018   0.057   0.009   0.089   0.289   0.108
