          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.68445E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23624E+02  0.21636E+02 -0.45260E+02 -0.13558E+01  0.32143E+01 -0.34759E+01      982.00
  0.24797E-01  0.68234E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.23374E+02  0.21764E+02 -0.45138E+02 -0.13728E+01  0.32514E+01 -0.32796E+01      982.00
  0.49604E-01  0.68082E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.23136E+02  0.21924E+02 -0.45060E+02 -0.13895E+01  0.32749E+01 -0.30350E+01      982.00
  0.74424E-01  0.68047E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.22899E+02  0.22170E+02 -0.45069E+02 -0.13938E+01  0.32750E+01 -0.26953E+01      982.00
  0.99261E-01  0.68128E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22687E+02  0.22472E+02 -0.45159E+02 -0.13881E+01  0.32509E+01 -0.22626E+01      982.00
  0.12412E+00  0.68294E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22504E+02  0.22804E+02 -0.45308E+02 -0.13750E+01  0.31898E+01 -0.17286E+01      982.00
  0.14900E+00  0.68491E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22362E+02  0.23111E+02 -0.45473E+02 -0.13680E+01  0.30892E+01 -0.11250E+01      982.00
  0.17389E+00  0.68656E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22264E+02  0.23344E+02 -0.45608E+02 -0.13547E+01  0.29553E+01 -0.51231E+00      982.00
  0.19880E+00  0.68776E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22195E+02  0.23509E+02 -0.45704E+02 -0.12861E+01  0.28193E+01  0.37944E-01      982.00
  0.22373E+00  0.68885E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22144E+02  0.23641E+02 -0.45786E+02 -0.11334E+01  0.27189E+01  0.49077E+00      982.00
  0.24865E+00  0.69002E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22102E+02  0.23764E+02 -0.45865E+02 -0.91721E+00  0.26684E+01  0.84386E+00      982.00
