  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000  12.000   0.000   0.000   0.000   0.000   0.001   0.003   0.422
   0.025  12.000   0.000   0.000   0.000   0.000   0.001   0.003   0.414
   0.050  12.000   0.000   0.000   0.000   0.000   0.001   0.004   0.411
   0.075  13.000   0.000   0.000   0.000   0.000   0.001   0.005   0.411
   0.100  13.000   0.000   0.000   0.000   0.000   0.001   0.006   0.416
   0.125  13.000   0.000   0.000   0.000   0.000   0.002   0.007   0.423
   0.150  13.000   0.000   0.000   0.000   0.000   0.002   0.008   0.430
   0.175  13.000   0.000   0.000   0.000   0.000   0.003   0.010   0.433
   0.200  13.000   0.000   0.000   0.000   0.000   0.003   0.012   0.433
   0.225  13.000   0.000   0.000   0.000   0.001   0.004   0.014   0.433
   0.250  12.000   0.000   0.000   0.000   0.001   0.004   0.017   0.434
   0.275  13.000   0.000   0.000   0.000   0.001   0.004   0.020   0.436
   0.300  13.000   0.000   0.000   0.000   0.001   0.005   0.023   0.440
   0.325  10.000   0.000   0.000   0.000   0.002   0.005   0.027   0.446
   0.350  10.000   0.000   0.000   0.000   0.002   0.005   0.030   0.452
   0.375  10.000   0.000   0.000   0.000   0.002   0.006   0.035   0.458
   0.400  10.000   0.000   0.000   0.000   0.003   0.006   0.039   0.464
   0.425  10.000   0.000   0.000   0.000   0.003   0.007   0.044   0.470
   0.450  10.000   0.000   0.000   0.000   0.003   0.008   0.049   0.475
   0.475  10.000   0.000   0.000   0.000   0.004   0.008   0.054   0.480
   0.500  10.000   0.000   0.000   0.000   0.004   0.009   0.059   0.485
   0.525  10.000   0.000   0.000   0.000   0.005   0.010   0.065   0.488
   0.550  10.000   0.000   0.000   0.000   0.005   0.011   0.070   0.491
   0.575  10.000   0.000   0.000   0.001   0.005   0.012   0.075   0.494
   0.600  10.000   0.000   0.000   0.001   0.006   0.013   0.081   0.496
   0.625  10.000   0.000   0.000   0.001   0.006   0.013   0.086   0.497
   0.650  10.000   0.000   0.000   0.001   0.006   0.014   0.092   0.498
   0.675  10.000   0.000   0.000   0.001   0.007   0.015   0.097   0.498
   0.700  10.000   0.000   0.000   0.002   0.007   0.016   0.102   0.499
   0.725  10.000   0.001   0.000   0.002   0.007   0.017   0.107   0.499
   0.750  10.000   0.001   0.000   0.002   0.007   0.018   0.111   0.498
   0.775  11.000   0.001   0.000   0.002   0.008   0.019   0.116   0.498
   0.800  11.000   0.001   0.000   0.003   0.008   0.020   0.120   0.497
   0.825  11.000   0.002   0.000   0.003   0.008   0.021   0.124   0.496
   0.850  11.000   0.002   0.000   0.004   0.008   0.022   0.128   0.495
   0.875  11.000   0.002   0.000   0.004   0.008   0.023   0.132   0.494
   0.900  11.000   0.003   0.000   0.004   0.008   0.024   0.136   0.493
   0.925  11.000   0.003   0.000   0.005   0.008   0.025   0.139   0.491
   0.950  11.000   0.004   0.000   0.005   0.008   0.026   0.142   0.490
   0.975  11.000   0.004   0.000   0.005   0.008   0.027   0.145   0.486
   1.000  11.000   0.005   0.000   0.006   0.008   0.027   0.147   0.482
