  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.018   0.001   0.251   0.170   0.000   0.076
   0.025   6.000   0.015   0.001   0.251   0.172   0.000   0.073
   0.050   6.000   0.013   0.001   0.252   0.174   0.000   0.071
   0.075   5.000   0.011   0.002   0.254   0.177   0.000   0.071
   0.100   5.000   0.009   0.004   0.258   0.179   0.000   0.071
   0.125   5.000   0.008   0.005   0.262   0.182   0.000   0.072
   0.150   5.000   0.006   0.008   0.266   0.185   0.000   0.073
   0.175   5.000   0.005   0.011   0.270   0.188   0.000   0.075
   0.200   6.000   0.004   0.015   0.272   0.191   0.000   0.077
   0.225   6.000   0.004   0.020   0.273   0.194   0.000   0.078
   0.250   6.000   0.003   0.025   0.274   0.199   0.000   0.079
   0.275   6.000   0.002   0.030   0.274   0.204   0.000   0.079
   0.300   6.000   0.002   0.035   0.274   0.210   0.000   0.079
   0.325   6.000   0.002   0.040   0.273   0.217   0.000   0.078
   0.350   6.000   0.002   0.044   0.270   0.223   0.000   0.075
   0.375   6.000   0.001   0.048   0.264   0.229   0.000   0.071
   0.400   6.000   0.001   0.052   0.256   0.235   0.000   0.066
   0.425   6.000   0.001   0.058   0.247   0.243   0.000   0.060
   0.450   6.000   0.001   0.064   0.239   0.252   0.000   0.054
   0.475   5.000   0.001   0.070   0.232   0.262   0.000   0.048
   0.500   5.000   0.001   0.076   0.225   0.273   0.000   0.041
   0.525   5.000   0.000   0.082   0.219   0.285   0.000   0.035
   0.550   5.000   0.000   0.087   0.213   0.296   0.000   0.029
   0.575   5.000   0.000   0.093   0.209   0.307   0.000   0.024
   0.600   4.000   0.000   0.097   0.205   0.318   0.000   0.019
   0.625   4.000   0.000   0.102   0.201   0.328   0.000   0.014
   0.650   4.000   0.000   0.106   0.198   0.338   0.000   0.011
   0.675   4.000   0.000   0.109   0.195   0.346   0.000   0.009
   0.700   4.000   0.000   0.112   0.191   0.353   0.000   0.007
   0.725   4.000   0.000   0.114   0.188   0.359   0.000   0.007
   0.750   4.000   0.000   0.116   0.184   0.364   0.000   0.008
   0.775   4.000   0.000   0.117   0.180   0.368   0.001   0.010
   0.800   4.000   0.000   0.118   0.177   0.370   0.001   0.013
   0.825   3.000   0.000   0.118   0.173   0.372   0.001   0.017
   0.850   3.000   0.000   0.117   0.169   0.373   0.001   0.021
   0.875   3.000   0.000   0.116   0.165   0.373   0.001   0.027
   0.900   3.000   0.000   0.115   0.161   0.372   0.001   0.032
   0.925   3.000   0.000   0.113   0.157   0.372   0.001   0.039
   0.950   3.000   0.000   0.112   0.153   0.371   0.001   0.045
   0.975   4.000   0.000   0.110   0.149   0.369   0.001   0.052
   1.000   4.000   0.000   0.108   0.145   0.368   0.001   0.059
