  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   8.000   0.000   0.052   0.003   0.000   0.210   0.009   0.171
   0.025   8.000   0.000   0.049   0.003   0.000   0.205   0.009   0.171
   0.050   8.000   0.000   0.046   0.002   0.000   0.200   0.010   0.171
   0.075   9.000   0.000   0.044   0.002   0.000   0.196   0.010   0.173
   0.100   9.000   0.000   0.042   0.002   0.000   0.193   0.010   0.176
   0.125   9.000   0.000   0.041   0.002   0.000   0.189   0.010   0.180
   0.150   9.000   0.000   0.041   0.002   0.000   0.187   0.011   0.185
   0.175   9.000   0.000   0.041   0.002   0.000   0.186   0.011   0.190
   0.200   9.000   0.000   0.042   0.002   0.000   0.185   0.011   0.196
   0.225   9.000   0.000   0.042   0.002   0.000   0.185   0.012   0.203
   0.250   9.000   0.000   0.043   0.002   0.000   0.186   0.012   0.210
   0.275   9.000   0.000   0.045   0.002   0.000   0.187   0.013   0.217
   0.300   9.000   0.000   0.046   0.002   0.000   0.189   0.013   0.225
   0.325   9.000   0.000   0.047   0.002   0.000   0.191   0.014   0.233
   0.350  10.000   0.000   0.049   0.002   0.000   0.193   0.015   0.242
   0.375  10.000   0.000   0.050   0.002   0.000   0.195   0.015   0.250
   0.400  10.000   0.000   0.051   0.002   0.000   0.198   0.016   0.258
   0.425  10.000   0.000   0.052   0.002   0.000   0.200   0.017   0.266
   0.450  10.000   0.000   0.053   0.002   0.000   0.203   0.018   0.274
   0.475  10.000   0.000   0.054   0.002   0.000   0.205   0.018   0.281
   0.500  10.000   0.000   0.055   0.002   0.000   0.207   0.019   0.289
   0.525  10.000   0.000   0.055   0.002   0.000   0.210   0.020   0.296
   0.550  10.000   0.000   0.056   0.001   0.000   0.211   0.021   0.302
   0.575  10.000   0.000   0.057   0.001   0.000   0.213   0.021   0.308
   0.600  10.000   0.000   0.057   0.001   0.000   0.215   0.022   0.314
   0.625  10.000   0.000   0.057   0.001   0.000   0.216   0.023   0.319
   0.650  10.000   0.000   0.058   0.001   0.000   0.218   0.024   0.324
   0.675  10.000   0.000   0.058   0.001   0.000   0.219   0.025   0.329
   0.700  10.000   0.000   0.058   0.001   0.000   0.220   0.026   0.334
   0.725  10.000   0.000   0.059   0.001   0.000   0.221   0.027   0.338
   0.750  10.000   0.000   0.059   0.001   0.000   0.222   0.027   0.341
   0.775  10.000   0.000   0.059   0.001   0.000   0.223   0.028   0.345
   0.800  10.000   0.000   0.059   0.001   0.000   0.224   0.029   0.348
   0.825  10.000   0.000   0.059   0.000   0.000   0.224   0.030   0.351
   0.850  10.000   0.000   0.059   0.000   0.000   0.225   0.031   0.353
   0.875  10.000   0.000   0.059   0.000   0.000   0.226   0.032   0.356
   0.900  10.000   0.000   0.059   0.000   0.000   0.226   0.033   0.358
   0.925  10.000   0.000   0.059   0.000   0.000   0.226   0.034   0.357
   0.950  10.000   0.000   0.059   0.000   0.000   0.225   0.035   0.357
   0.975  10.000   0.000   0.059   0.000   0.000   0.224   0.036   0.356
   1.000  10.000   0.000   0.059   0.000   0.000   0.224   0.037   0.355
