TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -125.25  134.68 -102.34  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
  150.81   71.02 -114.42   0.0016500
