  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.132   0.128   0.258
   0.025  27.000   0.133   0.129   0.261
   0.050  27.000   0.133   0.130   0.261
   0.075  24.000   0.132   0.130   0.261
   0.100  24.000   0.130   0.129   0.259
   0.125  24.000   0.127   0.128   0.256
   0.150  23.000   0.125   0.127   0.252
   0.175  22.000   0.123   0.125   0.249
   0.200  20.000   0.121   0.124   0.247
   0.225  21.000   0.121   0.124   0.247
   0.250  20.000   0.120   0.124   0.246
   0.275  21.000   0.119   0.124   0.245
   0.300  21.000   0.118   0.123   0.244
   0.325  21.000   0.116   0.122   0.241
   0.350  21.000   0.114   0.121   0.237
   0.375  21.000   0.111   0.119   0.233
   0.400  21.000   0.109   0.116   0.228
   0.425  22.000   0.106   0.114   0.224
   0.450  23.000   0.104   0.112   0.219
   0.475  23.000   0.101   0.109   0.214
   0.500  23.000   0.099   0.107   0.210
   0.525  23.000   0.097   0.105   0.205
   0.550  22.000   0.095   0.103   0.201
   0.575  22.000   0.093   0.101   0.196
   0.600  21.000   0.091   0.099   0.192
   0.625  21.000   0.089   0.097   0.189
   0.650  21.000   0.087   0.095   0.185
   0.675  21.000   0.085   0.093   0.182
   0.700  21.000   0.084   0.092   0.179
   0.725  21.000   0.083   0.090   0.176
   0.750  21.000   0.081   0.089   0.173
   0.775  21.000   0.080   0.087   0.170
   0.800  21.000   0.079   0.086   0.168
   0.825  21.000   0.078   0.085   0.166
   0.850  21.000   0.077   0.084   0.164
   0.875  21.000   0.076   0.083   0.162
   0.900  21.000   0.075   0.082   0.160
   0.925  21.000   0.074   0.081   0.158
   0.950  21.000   0.074   0.080   0.157
   0.975  21.000   0.073   0.080   0.155
   1.000  21.000   0.073   0.080   0.155
