  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000  10.000   0.000   0.000   0.001   0.028   0.003   0.110   0.350
   0.025  10.000   0.000   0.000   0.001   0.027   0.003   0.110   0.345
   0.050  10.000   0.000   0.000   0.002   0.026   0.004   0.109   0.341
   0.075  10.000   0.000   0.000   0.002   0.026   0.004   0.110   0.339
   0.100  10.000   0.000   0.000   0.002   0.025   0.004   0.110   0.339
   0.125  10.000   0.000   0.000   0.003   0.025   0.004   0.111   0.340
   0.150  10.000   0.001   0.000   0.004   0.024   0.004   0.112   0.343
   0.175  10.000   0.001   0.000   0.004   0.024   0.004   0.114   0.347
   0.200  10.000   0.001   0.000   0.005   0.024   0.005   0.116   0.351
   0.225  10.000   0.001   0.000   0.006   0.025   0.005   0.118   0.356
   0.250  11.000   0.001   0.000   0.007   0.025   0.005   0.120   0.361
   0.275  11.000   0.001   0.000   0.008   0.025   0.005   0.123   0.366
   0.300  11.000   0.001   0.000   0.008   0.026   0.005   0.126   0.371
   0.325  11.000   0.001   0.000   0.009   0.027   0.005   0.129   0.376
   0.350  11.000   0.001   0.000   0.010   0.027   0.005   0.132   0.382
   0.375  11.000   0.001   0.000   0.012   0.028   0.005   0.135   0.388
   0.400  11.000   0.002   0.000   0.013   0.029   0.006   0.138   0.393
   0.425  11.000   0.002   0.000   0.014   0.029   0.006   0.141   0.395
   0.450  11.000   0.002   0.000   0.014   0.028   0.006   0.143   0.392
   0.475  11.000   0.002   0.000   0.015   0.028   0.006   0.145   0.387
   0.500  11.000   0.002   0.000   0.015   0.029   0.006   0.146   0.383
   0.525  11.000   0.002   0.000   0.016   0.029   0.007   0.149   0.379
   0.550  11.000   0.002   0.000   0.017   0.030   0.006   0.151   0.378
   0.575  11.000   0.002   0.000   0.018   0.031   0.006   0.153   0.377
   0.600  11.000   0.002   0.000   0.019   0.032   0.006   0.156   0.378
   0.625  11.000   0.003   0.000   0.019   0.032   0.007   0.158   0.380
   0.650  11.000   0.003   0.000   0.020   0.033   0.007   0.160   0.383
   0.675  11.000   0.003   0.000   0.021   0.033   0.007   0.163   0.385
   0.700  11.000   0.003   0.000   0.022   0.034   0.007   0.165   0.389
   0.725  11.000   0.004   0.000   0.022   0.034   0.007   0.167   0.392
   0.750  11.000   0.004   0.000   0.023   0.034   0.007   0.169   0.395
   0.775  11.000   0.004   0.000   0.023   0.033   0.008   0.171   0.398
   0.800  11.000   0.005   0.000   0.024   0.033   0.008   0.173   0.401
   0.825  11.000   0.005   0.000   0.024   0.033   0.008   0.175   0.404
   0.850  11.000   0.005   0.000   0.024   0.033   0.009   0.177   0.407
   0.875  12.000   0.006   0.000   0.025   0.032   0.009   0.178   0.409
   0.900  12.000   0.006   0.000   0.025   0.032   0.009   0.180   0.412
   0.925  12.000   0.007   0.000   0.025   0.031   0.010   0.181   0.414
   0.950  12.000   0.007   0.000   0.025   0.031   0.010   0.183   0.416
   0.975  12.000   0.007   0.000   0.025   0.030   0.010   0.183   0.416
   1.000  12.000   0.008   0.000   0.025   0.030   0.011   0.184   0.416
