  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.004   0.143   0.311   0.001   0.029   0.075
   0.025   5.000   0.004   0.138   0.302   0.001   0.028   0.077
   0.050   5.000   0.004   0.133   0.293   0.001   0.028   0.079
   0.075   5.000   0.004   0.129   0.286   0.001   0.028   0.082
   0.100   5.000   0.004   0.126   0.279   0.000   0.027   0.085
   0.125   6.000   0.004   0.125   0.274   0.000   0.027   0.089
   0.150   6.000   0.004   0.124   0.270   0.000   0.027   0.094
   0.175   6.000   0.005   0.124   0.268   0.000   0.028   0.101
   0.200   6.000   0.005   0.124   0.267   0.000   0.028   0.108
   0.225   7.000   0.006   0.125   0.266   0.000   0.028   0.117
   0.250   7.000   0.006   0.126   0.267   0.000   0.028   0.126
   0.275   7.000   0.007   0.127   0.268   0.000   0.029   0.136
   0.300   7.000   0.007   0.127   0.269   0.000   0.029   0.147
   0.325   8.000   0.008   0.128   0.270   0.000   0.029   0.158
   0.350   8.000   0.008   0.128   0.272   0.000   0.029   0.169
   0.375   8.000   0.008   0.129   0.273   0.000   0.028   0.180
   0.400   9.000   0.008   0.129   0.275   0.000   0.028   0.191
   0.425   9.000   0.009   0.128   0.276   0.000   0.028   0.202
   0.450   9.000   0.009   0.128   0.277   0.000   0.027   0.213
   0.475   9.000   0.009   0.128   0.278   0.000   0.027   0.223
   0.500   9.000   0.009   0.127   0.279   0.001   0.027   0.233
   0.525   9.000   0.009   0.126   0.279   0.001   0.026   0.243
   0.550   9.000   0.009   0.126   0.279   0.001   0.026   0.252
   0.575   9.000   0.009   0.125   0.279   0.001   0.025   0.261
   0.600   9.000   0.009   0.124   0.280   0.001   0.025   0.270
   0.625   9.000   0.009   0.123   0.279   0.001   0.024   0.278
   0.650   9.000   0.008   0.122   0.279   0.001   0.024   0.286
   0.675   9.000   0.008   0.121   0.279   0.001   0.023   0.294
   0.700   9.000   0.008   0.120   0.279   0.001   0.023   0.301
   0.725   9.000   0.008   0.119   0.278   0.001   0.022   0.308
   0.750   9.000   0.008   0.118   0.278   0.001   0.022   0.314
   0.775   9.000   0.008   0.117   0.277   0.001   0.021   0.320
   0.800   9.000   0.008   0.116   0.277   0.001   0.021   0.326
   0.825   9.000   0.008   0.116   0.276   0.001   0.020   0.332
   0.850   9.000   0.008   0.115   0.276   0.001   0.020   0.337
   0.875   9.000   0.008   0.114   0.275   0.001   0.020   0.342
   0.900   9.000   0.008   0.113   0.274   0.001   0.019   0.345
   0.925   9.000   0.008   0.112   0.273   0.001   0.019   0.347
   0.950   9.000   0.008   0.111   0.272   0.001   0.019   0.349
   0.975   9.000   0.008   0.110   0.271   0.001   0.018   0.351
   1.000  10.000   0.008   0.109   0.270   0.001   0.018   0.353
