  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.070   0.009   0.035   0.095   0.179   0.068
   0.025   8.000   0.068   0.009   0.033   0.091   0.175   0.071
   0.050   8.000   0.066   0.010   0.031   0.086   0.172   0.074
   0.075   8.000   0.065   0.011   0.030   0.082   0.170   0.078
   0.100   8.000   0.065   0.011   0.028   0.079   0.170   0.083
   0.125   8.000   0.065   0.012   0.028   0.075   0.170   0.089
   0.150   8.000   0.065   0.013   0.027   0.072   0.172   0.097
   0.175   8.000   0.066   0.014   0.027   0.069   0.175   0.105
   0.200   8.000   0.066   0.014   0.027   0.066   0.179   0.114
   0.225   8.000   0.067   0.015   0.028   0.063   0.184   0.125
   0.250   8.000   0.067   0.015   0.028   0.061   0.189   0.136
   0.275   8.000   0.066   0.015   0.028   0.059   0.193   0.147
   0.300   8.000   0.064   0.015   0.028   0.058   0.195   0.156
   0.325   8.000   0.061   0.014   0.027   0.056   0.195   0.163
   0.350   9.000   0.058   0.012   0.028   0.054   0.196   0.170
   0.375   9.000   0.057   0.011   0.028   0.052   0.197   0.176
   0.400   9.000   0.056   0.010   0.029   0.051   0.199   0.184
   0.425   8.000   0.055   0.009   0.030   0.050   0.201   0.192
   0.450   8.000   0.055   0.009   0.031   0.049   0.203   0.200
   0.475   8.000   0.055   0.009   0.032   0.049   0.205   0.209
   0.500   8.000   0.055   0.008   0.032   0.049   0.206   0.218
   0.525   8.000   0.055   0.008   0.032   0.049   0.208   0.227
   0.550   8.000   0.054   0.008   0.032   0.050   0.209   0.236
   0.575   8.000   0.054   0.009   0.032   0.051   0.209   0.245
   0.600   8.000   0.054   0.009   0.031   0.051   0.210   0.254
   0.625   9.000   0.053   0.009   0.030   0.052   0.210   0.262
   0.650   9.000   0.053   0.009   0.030   0.053   0.210   0.270
   0.675   9.000   0.052   0.009   0.029   0.054   0.210   0.278
   0.700   9.000   0.052   0.009   0.028   0.054   0.210   0.285
   0.725   9.000   0.051   0.009   0.028   0.055   0.210   0.293
   0.750   9.000   0.051   0.010   0.027   0.056   0.209   0.300
   0.775   9.000   0.050   0.010   0.026   0.057   0.209   0.306
   0.800   9.000   0.049   0.010   0.025   0.058   0.208   0.313
   0.825   9.000   0.049   0.010   0.024   0.059   0.207   0.319
   0.850   9.000   0.048   0.010   0.024   0.060   0.207   0.325
   0.875  11.000   0.047   0.010   0.023   0.061   0.206   0.330
   0.900  11.000   0.046   0.010   0.022   0.061   0.204   0.333
   0.925  11.000   0.045   0.011   0.021   0.062   0.203   0.336
   0.950  11.000   0.044   0.011   0.020   0.063   0.201   0.338
   0.975  11.000   0.043   0.011   0.019   0.063   0.199   0.341
   1.000  11.000   0.043   0.011   0.019   0.064   0.198   0.343
