TEXTURE AT STRAIN =    0.6500
   1.714   2.229   0.247  <-- length of phase ellipsoid axes
  175.82    1.17 -115.06  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
  139.80   48.79 -136.99   0.0003500
