  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   3.000   0.000   0.183   0.070   0.308   0.012   0.018
   0.025   3.000   0.000   0.178   0.070   0.315   0.012   0.015
   0.050   3.000   0.000   0.174   0.070   0.323   0.012   0.012
   0.075   3.000   0.000   0.171   0.071   0.332   0.013   0.010
   0.100   3.000   0.000   0.169   0.072   0.342   0.013   0.008
   0.125   3.000   0.000   0.168   0.074   0.353   0.013   0.006
   0.150   3.000   0.000   0.167   0.077   0.365   0.014   0.005
   0.175   3.000   0.000   0.163   0.074   0.364   0.013   0.005
   0.200   3.000   0.000   0.156   0.070   0.353   0.012   0.007
   0.225   3.000   0.000   0.151   0.068   0.344   0.011   0.009
   0.250   3.000   0.000   0.146   0.067   0.337   0.010   0.012
   0.275   3.000   0.000   0.142   0.067   0.331   0.010   0.015
   0.300   3.000   0.000   0.139   0.067   0.327   0.009   0.017
   0.325   3.000   0.000   0.137   0.067   0.323   0.009   0.020
   0.350   3.000   0.000   0.134   0.068   0.320   0.009   0.024
   0.375   3.000   0.000   0.132   0.069   0.317   0.009   0.027
   0.400   3.000   0.000   0.130   0.070   0.315   0.008   0.031
   0.425   3.000   0.000   0.129   0.071   0.314   0.008   0.034
   0.450   3.000   0.000   0.127   0.072   0.313   0.008   0.038
   0.475   3.000   0.000   0.126   0.073   0.313   0.008   0.043
   0.500   4.000   0.000   0.125   0.074   0.312   0.008   0.047
   0.525   4.000   0.000   0.123   0.074   0.313   0.008   0.052
   0.550   4.000   0.000   0.122   0.074   0.313   0.007   0.058
   0.575   4.000   0.000   0.121   0.075   0.313   0.007   0.063
   0.600   4.000   0.000   0.120   0.075   0.314   0.007   0.069
   0.625   5.000   0.000   0.118   0.074   0.314   0.007   0.075
   0.650   5.000   0.000   0.117   0.074   0.315   0.007   0.081
   0.675   5.000   0.000   0.116   0.073   0.315   0.007   0.087
   0.700   5.000   0.000   0.114   0.073   0.316   0.006   0.094
   0.725   6.000   0.000   0.113   0.072   0.316   0.006   0.101
   0.750   6.000   0.000   0.112   0.071   0.316   0.006   0.108
   0.775   7.000   0.000   0.110   0.070   0.316   0.006   0.115
   0.800   7.000   0.000   0.109   0.068   0.317   0.006   0.122
   0.825   7.000   0.000   0.107   0.067   0.317   0.006   0.129
   0.850   7.000   0.000   0.106   0.066   0.316   0.006   0.137
   0.875   7.000   0.000   0.104   0.064   0.316   0.006   0.144
   0.900   7.000   0.000   0.102   0.062   0.316   0.005   0.152
   0.925   7.000   0.000   0.101   0.061   0.315   0.005   0.159
   0.950   8.000   0.000   0.099   0.059   0.315   0.005   0.167
   0.975   8.000   0.000   0.098   0.058   0.314   0.005   0.175
   1.000   8.000   0.000   0.096   0.056   0.314   0.005   0.182
