  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.011   0.038   0.000   0.152   0.106   0.163
   0.025   8.000   0.010   0.037   0.000   0.147   0.106   0.167
   0.050   9.000   0.010   0.035   0.000   0.141   0.104   0.167
   0.075   9.000   0.008   0.032   0.000   0.134   0.101   0.163
   0.100  10.000   0.008   0.029   0.000   0.128   0.100   0.162
   0.125  10.000   0.008   0.026   0.000   0.122   0.101   0.164
   0.150  10.000   0.008   0.024   0.000   0.117   0.102   0.167
   0.175  10.000   0.008   0.022   0.000   0.114   0.104   0.173
   0.200  11.000   0.009   0.021   0.001   0.112   0.105   0.180
   0.225  11.000   0.009   0.021   0.001   0.110   0.107   0.187
   0.250  11.000   0.010   0.020   0.001   0.110   0.109   0.196
   0.275  12.000   0.011   0.020   0.001   0.110   0.110   0.204
   0.300  12.000   0.011   0.020   0.001   0.110   0.112   0.214
   0.325  12.000   0.012   0.020   0.001   0.111   0.113   0.223
   0.350  12.000   0.012   0.021   0.001   0.112   0.115   0.233
   0.375  12.000   0.013   0.021   0.001   0.113   0.116   0.243
   0.400  12.000   0.013   0.021   0.001   0.115   0.117   0.252
   0.425  12.000   0.014   0.021   0.001   0.116   0.119   0.262
   0.450  12.000   0.014   0.021   0.001   0.118   0.120   0.271
   0.475  12.000   0.015   0.021   0.001   0.119   0.121   0.280
   0.500  12.000   0.015   0.021   0.001   0.120   0.122   0.288
   0.525  12.000   0.015   0.021   0.001   0.122   0.123   0.297
   0.550  12.000   0.015   0.021   0.001   0.123   0.124   0.305
   0.575  12.000   0.016   0.021   0.001   0.124   0.125   0.312
   0.600  12.000   0.016   0.021   0.001   0.125   0.126   0.320
   0.625  12.000   0.016   0.021   0.001   0.126   0.127   0.326
   0.650  12.000   0.016   0.021   0.001   0.126   0.127   0.333
   0.675  12.000   0.016   0.021   0.001   0.127   0.128   0.339
   0.700  12.000   0.016   0.020   0.001   0.128   0.129   0.345
   0.725  12.000   0.016   0.020   0.001   0.129   0.129   0.350
   0.750  12.000   0.016   0.020   0.002   0.129   0.130   0.355
   0.775  12.000   0.016   0.020   0.002   0.130   0.130   0.360
   0.800  12.000   0.016   0.020   0.002   0.130   0.131   0.365
   0.825  12.000   0.016   0.020   0.002   0.131   0.131   0.369
   0.850  12.000   0.016   0.019   0.002   0.131   0.131   0.373
   0.875  12.000   0.016   0.019   0.002   0.132   0.132   0.377
   0.900  12.000   0.016   0.019   0.002   0.131   0.131   0.378
   0.925  12.000   0.015   0.019   0.002   0.131   0.131   0.379
   0.950  12.000   0.015   0.019   0.002   0.131   0.131   0.380
   0.975  12.000   0.015   0.019   0.001   0.130   0.130   0.380
   1.000  12.000   0.015   0.019   0.001   0.130   0.130   0.381
