  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.111   0.112   0.224
   0.025  23.000   0.113   0.114   0.227
   0.050  23.000   0.114   0.114   0.228
   0.075  23.000   0.114   0.114   0.228
   0.100  23.000   0.114   0.114   0.227
   0.125  23.000   0.113   0.112   0.225
   0.150  23.000   0.112   0.111   0.222
   0.175  21.000   0.110   0.109   0.218
   0.200  21.000   0.108   0.107   0.214
   0.225  21.000   0.106   0.105   0.210
   0.250  23.000   0.104   0.103   0.206
   0.275  26.000   0.101   0.102   0.203
   0.300  26.000   0.099   0.101   0.200
   0.325  27.000   0.096   0.099   0.197
   0.350  27.000   0.093   0.098   0.193
   0.375  27.000   0.091   0.096   0.189
   0.400  28.000   0.088   0.094   0.185
   0.425  27.000   0.086   0.092   0.180
   0.450  28.000   0.083   0.090   0.176
   0.475  27.000   0.081   0.087   0.171
   0.500  27.000   0.079   0.085   0.167
   0.525  28.000   0.077   0.083   0.162
   0.550  28.000   0.075   0.081   0.158
   0.575  28.000   0.073   0.079   0.154
   0.600  28.000   0.071   0.077   0.150
   0.625  27.000   0.070   0.075   0.147
   0.650  27.000   0.068   0.073   0.143
   0.675  27.000   0.067   0.071   0.140
   0.700  27.000   0.066   0.070   0.137
   0.725  28.000   0.064   0.069   0.135
   0.750  28.000   0.063   0.067   0.132
   0.775  28.000   0.062   0.066   0.130
   0.800  28.000   0.061   0.065   0.128
   0.825  28.000   0.061   0.064   0.127
   0.850  28.000   0.060   0.063   0.125
   0.875  28.000   0.059   0.063   0.123
   0.900  28.000   0.059   0.062   0.122
   0.925  28.000   0.058   0.061   0.120
   0.950  28.000   0.057   0.061   0.119
   0.975  28.000   0.057   0.061   0.119
   1.000  28.000   0.057   0.061   0.119
