  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.000   0.079   0.264   0.000   0.161   0.049
   0.025   6.000   0.000   0.075   0.262   0.000   0.163   0.046
   0.050   6.000   0.000   0.071   0.262   0.000   0.167   0.043
   0.075   6.000   0.000   0.068   0.262   0.000   0.171   0.041
   0.100   6.000   0.000   0.066   0.264   0.000   0.176   0.038
   0.125   7.000   0.000   0.063   0.268   0.001   0.181   0.036
   0.150   6.000   0.000   0.061   0.272   0.001   0.187   0.035
   0.175   6.000   0.000   0.060   0.276   0.001   0.193   0.033
   0.200   6.000   0.000   0.058   0.280   0.001   0.198   0.033
   0.225   5.000   0.000   0.057   0.284   0.001   0.203   0.033
   0.250   5.000   0.000   0.056   0.288   0.001   0.207   0.034
   0.275   5.000   0.001   0.055   0.290   0.001   0.211   0.037
   0.300   5.000   0.001   0.054   0.293   0.001   0.214   0.040
   0.325   5.000   0.001   0.052   0.295   0.001   0.216   0.044
   0.350   5.000   0.001   0.050   0.296   0.001   0.219   0.049
   0.375   5.000   0.001   0.048   0.298   0.001   0.222   0.055
   0.400   6.000   0.001   0.045   0.300   0.001   0.225   0.062
   0.425   6.000   0.001   0.043   0.301   0.001   0.228   0.070
   0.450   6.000   0.001   0.039   0.301   0.001   0.231   0.078
   0.475   6.000   0.001   0.036   0.301   0.001   0.234   0.087
   0.500   6.000   0.001   0.032   0.300   0.001   0.237   0.098
   0.525   6.000   0.001   0.029   0.299   0.001   0.240   0.108
   0.550   6.000   0.001   0.025   0.297   0.001   0.243   0.120
   0.575   6.000   0.001   0.021   0.294   0.001   0.246   0.132
   0.600   6.000   0.002   0.018   0.290   0.001   0.248   0.144
   0.625   6.000   0.002   0.014   0.285   0.001   0.250   0.156
   0.650   6.000   0.002   0.011   0.280   0.001   0.252   0.169
   0.675   6.000   0.003   0.008   0.274   0.002   0.253   0.181
   0.700   6.000   0.003   0.006   0.268   0.002   0.255   0.193
   0.725   6.000   0.004   0.004   0.261   0.002   0.256   0.205
   0.750   6.000   0.004   0.003   0.254   0.002   0.256   0.217
   0.775   6.000   0.005   0.002   0.247   0.002   0.257   0.228
   0.800   6.000   0.006   0.001   0.239   0.002   0.257   0.239
   0.825   6.000   0.006   0.001   0.232   0.003   0.257   0.250
   0.850   6.000   0.007   0.001   0.224   0.003   0.257   0.260
   0.875   7.000   0.008   0.000   0.217   0.003   0.257   0.270
   0.900   8.000   0.009   0.000   0.210   0.003   0.257   0.279
   0.925   8.000   0.010   0.000   0.203   0.003   0.256   0.288
   0.950   8.000   0.010   0.000   0.196   0.004   0.256   0.297
   0.975   8.000   0.011   0.000   0.189   0.004   0.255   0.304
   1.000   8.000   0.011   0.000   0.182   0.004   0.254   0.311
