  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.000   0.126   0.166   0.000   0.006   0.171
   0.025   5.000   0.000   0.125   0.165   0.000   0.006   0.173
   0.050   6.000   0.000   0.124   0.165   0.000   0.005   0.177
   0.075   6.000   0.000   0.124   0.166   0.000   0.005   0.180
   0.100   6.000   0.000   0.123   0.168   0.000   0.005   0.184
   0.125   6.000   0.000   0.122   0.171   0.000   0.004   0.188
   0.150   6.000   0.000   0.120   0.173   0.000   0.004   0.190
   0.175   6.000   0.000   0.119   0.176   0.000   0.003   0.192
   0.200   6.000   0.000   0.119   0.179   0.000   0.003   0.195
   0.225   6.000   0.000   0.119   0.181   0.000   0.003   0.199
   0.250   6.000   0.000   0.119   0.183   0.000   0.002   0.203
   0.275   6.000   0.000   0.120   0.184   0.000   0.002   0.209
   0.300   6.000   0.000   0.121   0.186   0.000   0.002   0.214
   0.325   6.000   0.000   0.121   0.188   0.000   0.002   0.221
   0.350   6.000   0.000   0.122   0.191   0.000   0.001   0.227
   0.375   7.000   0.000   0.123   0.193   0.000   0.001   0.234
   0.400   8.000   0.000   0.123   0.195   0.000   0.001   0.241
   0.425   8.000   0.000   0.123   0.198   0.000   0.001   0.248
   0.450   8.000   0.000   0.123   0.200   0.000   0.001   0.254
   0.475   8.000   0.000   0.123   0.203   0.000   0.000   0.261
   0.500   8.000   0.000   0.123   0.206   0.000   0.000   0.267
   0.525   8.000   0.000   0.122   0.209   0.000   0.000   0.273
   0.550   8.000   0.000   0.121   0.212   0.000   0.000   0.278
   0.575   8.000   0.000   0.120   0.216   0.000   0.000   0.283
   0.600   8.000   0.000   0.118   0.219   0.000   0.000   0.289
   0.625   8.000   0.000   0.116   0.222   0.000   0.000   0.293
   0.650   8.000   0.000   0.114   0.226   0.000   0.000   0.298
   0.675   8.000   0.000   0.112   0.230   0.000   0.000   0.302
   0.700   8.000   0.001   0.109   0.234   0.000   0.000   0.307
   0.725   8.000   0.001   0.106   0.238   0.000   0.000   0.311
   0.750   8.000   0.001   0.103   0.242   0.000   0.000   0.315
   0.775   8.000   0.001   0.100   0.246   0.000   0.000   0.318
   0.800   8.000   0.001   0.096   0.251   0.000   0.000   0.322
   0.825   8.000   0.001   0.092   0.255   0.000   0.000   0.325
   0.850   8.000   0.001   0.087   0.260   0.000   0.000   0.329
   0.875   8.000   0.001   0.082   0.265   0.000   0.000   0.332
   0.900   8.000   0.001   0.077   0.270   0.000   0.000   0.335
   0.925   8.000   0.001   0.072   0.275   0.000   0.000   0.338
   0.950   8.000   0.002   0.066   0.281   0.000   0.000   0.341
   0.975   8.000   0.002   0.060   0.286   0.000   0.000   0.344
   1.000   8.000   0.002   0.054   0.291   0.000   0.000   0.347
