  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   3.000   0.000   0.172   0.016   0.342   0.027   0.024
   0.025   3.000   0.000   0.162   0.016   0.333   0.026   0.028
   0.050   4.000   0.000   0.153   0.016   0.324   0.024   0.032
   0.075   4.000   0.000   0.146   0.017   0.317   0.023   0.036
   0.100   4.000   0.000   0.139   0.017   0.309   0.022   0.040
   0.125   4.000   0.000   0.134   0.017   0.303   0.021   0.044
   0.150   5.000   0.000   0.129   0.018   0.297   0.020   0.048
   0.175   5.000   0.000   0.126   0.018   0.292   0.020   0.052
   0.200   6.000   0.000   0.123   0.019   0.287   0.019   0.057
   0.225   6.000   0.000   0.120   0.019   0.284   0.019   0.062
   0.250   6.000   0.000   0.118   0.020   0.281   0.018   0.066
   0.275   6.000   0.000   0.116   0.021   0.279   0.018   0.072
   0.300   6.000   0.000   0.115   0.021   0.277   0.018   0.077
   0.325   7.000   0.000   0.114   0.022   0.276   0.018   0.083
   0.350   7.000   0.000   0.113   0.023   0.276   0.018   0.089
   0.375   7.000   0.000   0.112   0.023   0.276   0.018   0.095
   0.400   7.000   0.000   0.112   0.024   0.276   0.018   0.101
   0.425   7.000   0.000   0.111   0.024   0.277   0.018   0.108
   0.450   7.000   0.000   0.111   0.024   0.278   0.018   0.115
   0.475   8.000   0.000   0.110   0.025   0.279   0.017   0.123
   0.500   8.000   0.000   0.110   0.025   0.280   0.017   0.130
   0.525   8.000   0.000   0.109   0.025   0.281   0.017   0.138
   0.550   8.000   0.000   0.108   0.024   0.282   0.017   0.146
   0.575   8.000   0.000   0.107   0.024   0.283   0.017   0.154
   0.600   8.000   0.000   0.107   0.024   0.284   0.017   0.162
   0.625   9.000   0.000   0.106   0.023   0.285   0.017   0.170
   0.650   9.000   0.000   0.105   0.022   0.285   0.017   0.178
   0.675   9.000   0.000   0.104   0.022   0.286   0.016   0.186
   0.700   9.000   0.000   0.103   0.021   0.286   0.016   0.194
   0.725   9.000   0.000   0.102   0.020   0.286   0.016   0.202
   0.750   9.000   0.000   0.101   0.019   0.287   0.016   0.209
   0.775   9.000   0.000   0.099   0.019   0.286   0.016   0.217
   0.800  10.000   0.000   0.098   0.018   0.286   0.016   0.224
   0.825  10.000   0.000   0.097   0.017   0.286   0.016   0.232
   0.850  10.000   0.000   0.096   0.016   0.286   0.016   0.239
   0.875  10.000   0.000   0.095   0.015   0.285   0.016   0.245
   0.900  10.000   0.000   0.094   0.015   0.285   0.016   0.252
   0.925   9.000   0.000   0.093   0.014   0.284   0.016   0.258
   0.950   9.000   0.000   0.092   0.013   0.283   0.016   0.264
   0.975   9.000   0.000   0.091   0.012   0.283   0.016   0.270
   1.000   9.000   0.000   0.089   0.012   0.280   0.016   0.274
