  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.086   0.001   0.124   0.059   0.192   0.018
   0.025   4.000   0.084   0.001   0.119   0.058   0.194   0.017
   0.050   4.000   0.083   0.001   0.115   0.056   0.199   0.016
   0.075   4.000   0.083   0.001   0.113   0.054   0.206   0.015
   0.100   4.000   0.084   0.001   0.111   0.052   0.215   0.015
   0.125   4.000   0.086   0.001   0.111   0.049   0.225   0.015
   0.150   5.000   0.087   0.001   0.112   0.047   0.235   0.015
   0.175   5.000   0.089   0.001   0.112   0.044   0.244   0.015
   0.200   5.000   0.089   0.002   0.112   0.041   0.249   0.015
   0.225   5.000   0.089   0.002   0.111   0.039   0.252   0.016
   0.250   5.000   0.088   0.002   0.111   0.037   0.254   0.017
   0.275   5.000   0.087   0.002   0.111   0.036   0.256   0.020
   0.300   5.000   0.086   0.002   0.111   0.035   0.258   0.024
   0.325   5.000   0.085   0.002   0.111   0.035   0.260   0.028
   0.350   6.000   0.084   0.001   0.111   0.034   0.262   0.034
   0.375   6.000   0.083   0.001   0.111   0.034   0.264   0.041
   0.400   6.000   0.082   0.001   0.112   0.034   0.267   0.049
   0.425   7.000   0.080   0.001   0.112   0.035   0.268   0.058
   0.450   7.000   0.079   0.001   0.111   0.035   0.270   0.067
   0.475   7.000   0.077   0.001   0.111   0.035   0.272   0.077
   0.500   7.000   0.075   0.001   0.111   0.035   0.273   0.087
   0.525   9.000   0.073   0.001   0.110   0.035   0.274   0.098
   0.550   9.000   0.071   0.001   0.109   0.036   0.274   0.110
   0.575   9.000   0.069   0.001   0.108   0.036   0.275   0.121
   0.600   9.000   0.066   0.001   0.106   0.036   0.275   0.133
   0.625   9.000   0.064   0.001   0.105   0.036   0.274   0.145
   0.650   9.000   0.062   0.001   0.103   0.036   0.274   0.156
   0.675   9.000   0.059   0.000   0.102   0.036   0.273   0.168
   0.700   9.000   0.057   0.000   0.100   0.036   0.272   0.180
   0.725   9.000   0.055   0.000   0.098   0.036   0.271   0.192
   0.750   9.000   0.052   0.000   0.096   0.036   0.270   0.203
   0.775  10.000   0.050   0.000   0.094   0.036   0.268   0.215
   0.800  10.000   0.048   0.000   0.093   0.036   0.267   0.226
   0.825  10.000   0.046   0.000   0.091   0.036   0.265   0.236
   0.850  10.000   0.044   0.000   0.089   0.036   0.263   0.247
   0.875  10.000   0.042   0.000   0.087   0.035   0.261   0.257
   0.900  10.000   0.040   0.000   0.084   0.035   0.258   0.265
   0.925  10.000   0.038   0.000   0.082   0.035   0.255   0.273
   0.950  10.000   0.036   0.000   0.080   0.034   0.251   0.280
   0.975  11.000   0.034   0.000   0.078   0.034   0.248   0.287
   1.000  11.000   0.032   0.000   0.076   0.034   0.245   0.294
