TEXTURE AT STRAIN =    0.2000
   1.057   1.090   0.866  <-- length of phase ellipsoid axes
    1.74    2.20   48.23  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
  141.12   83.62 -100.98   0.0016500
