  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.003   0.026   0.258   0.001   0.000   0.003   0.196
   0.025   6.000   0.004   0.021   0.260   0.001   0.000   0.003   0.196
   0.050   6.000   0.005   0.016   0.261   0.000   0.000   0.003   0.196
   0.075   5.000   0.006   0.012   0.262   0.000   0.000   0.002   0.195
   0.100   5.000   0.007   0.009   0.262   0.000   0.000   0.002   0.196
   0.125   5.000   0.008   0.006   0.262   0.000   0.000   0.002   0.197
   0.150   5.000   0.010   0.004   0.262   0.000   0.000   0.002   0.200
   0.175   6.000   0.012   0.003   0.262   0.000   0.000   0.002   0.203
   0.200   7.000   0.014   0.002   0.261   0.000   0.000   0.001   0.207
   0.225   7.000   0.016   0.001   0.261   0.000   0.000   0.001   0.211
   0.250   7.000   0.018   0.001   0.260   0.000   0.000   0.001   0.216
   0.275   7.000   0.021   0.000   0.259   0.000   0.000   0.001   0.222
   0.300   7.000   0.024   0.000   0.258   0.000   0.000   0.001   0.228
   0.325   7.000   0.027   0.000   0.256   0.000   0.000   0.001   0.233
   0.350   7.000   0.031   0.000   0.255   0.000   0.000   0.001   0.239
   0.375   7.000   0.034   0.000   0.254   0.000   0.000   0.000   0.245
   0.400   7.000   0.038   0.000   0.252   0.000   0.000   0.000   0.251
   0.425   7.000   0.042   0.000   0.251   0.000   0.000   0.000   0.257
   0.450   7.000   0.046   0.000   0.249   0.000   0.000   0.000   0.263
   0.475   7.000   0.050   0.000   0.248   0.000   0.000   0.000   0.269
   0.500   7.000   0.055   0.000   0.246   0.000   0.000   0.000   0.274
   0.525   7.000   0.059   0.000   0.244   0.000   0.000   0.000   0.279
   0.550   7.000   0.063   0.000   0.243   0.000   0.000   0.000   0.284
   0.575   7.000   0.068   0.000   0.241   0.000   0.000   0.000   0.289
   0.600   7.000   0.072   0.000   0.239   0.000   0.000   0.000   0.294
   0.625   7.000   0.076   0.000   0.238   0.000   0.000   0.000   0.298
   0.650   7.000   0.080   0.000   0.236   0.000   0.000   0.000   0.302
   0.675   7.000   0.085   0.000   0.234   0.000   0.000   0.000   0.306
   0.700   7.000   0.089   0.000   0.233   0.000   0.000   0.000   0.309
   0.725   7.000   0.093   0.000   0.231   0.000   0.000   0.000   0.313
   0.750   7.000   0.097   0.000   0.229   0.000   0.000   0.000   0.316
   0.775   7.000   0.100   0.000   0.228   0.000   0.000   0.000   0.319
   0.800   6.000   0.104   0.000   0.226   0.000   0.000   0.000   0.322
   0.825   6.000   0.107   0.000   0.225   0.000   0.000   0.000   0.325
   0.850   6.000   0.111   0.000   0.223   0.000   0.000   0.000   0.328
   0.875   7.000   0.114   0.000   0.222   0.000   0.000   0.000   0.330
   0.900   7.000   0.117   0.000   0.220   0.000   0.000   0.000   0.332
   0.925   7.000   0.120   0.000   0.219   0.000   0.000   0.000   0.335
   0.950   7.000   0.123   0.000   0.218   0.000   0.000   0.000   0.337
   0.975   7.000   0.125   0.000   0.217   0.000   0.000   0.000   0.339
   1.000   7.000   0.128   0.000   0.216   0.000   0.000   0.000   0.341
