TEXTURE AT STRAIN =    0.3500
   1.101   1.126   0.805  <-- length of phase ellipsoid axes
   -0.60    2.59  -20.85  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
  163.91   43.75 -104.98   0.0016500
