  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000  10.000   0.000   0.028   0.000   0.000   0.140   0.024   0.253
   0.025  10.000   0.000   0.026   0.000   0.000   0.138   0.025   0.245
   0.050   9.000   0.000   0.024   0.000   0.000   0.135   0.026   0.238
   0.075   9.000   0.000   0.022   0.000   0.000   0.133   0.027   0.235
   0.100   9.000   0.000   0.020   0.000   0.000   0.130   0.029   0.234
   0.125   9.000   0.000   0.019   0.000   0.000   0.128   0.030   0.236
   0.150   9.000   0.000   0.019   0.000   0.000   0.126   0.032   0.239
   0.175   9.000   0.000   0.019   0.000   0.000   0.125   0.033   0.244
   0.200   9.000   0.000   0.019   0.000   0.000   0.125   0.035   0.249
   0.225   9.000   0.000   0.019   0.000   0.000   0.125   0.036   0.255
   0.250   9.000   0.000   0.020   0.000   0.000   0.126   0.038   0.262
   0.275   9.000   0.000   0.021   0.000   0.000   0.127   0.040   0.269
   0.300   9.000   0.000   0.022   0.000   0.000   0.128   0.042   0.277
   0.325   9.000   0.000   0.023   0.000   0.000   0.130   0.044   0.285
   0.350   9.000   0.000   0.024   0.000   0.000   0.132   0.046   0.292
   0.375   9.000   0.000   0.025   0.000   0.000   0.135   0.047   0.300
   0.400   9.000   0.000   0.026   0.000   0.000   0.137   0.049   0.307
   0.425   9.000   0.001   0.028   0.000   0.000   0.139   0.051   0.314
   0.450   9.000   0.001   0.029   0.000   0.000   0.141   0.053   0.321
   0.475   9.000   0.001   0.030   0.000   0.000   0.144   0.055   0.327
   0.500   9.000   0.001   0.031   0.000   0.000   0.146   0.057   0.333
   0.525   9.000   0.001   0.032   0.000   0.000   0.148   0.059   0.339
   0.550   9.000   0.001   0.033   0.000   0.000   0.150   0.060   0.344
   0.575   9.000   0.001   0.034   0.000   0.000   0.152   0.062   0.349
   0.600   9.000   0.001   0.035   0.000   0.000   0.154   0.064   0.353
   0.625   9.000   0.001   0.036   0.000   0.000   0.155   0.065   0.357
   0.650   9.000   0.001   0.037   0.000   0.000   0.157   0.067   0.361
   0.675   9.000   0.001   0.037   0.000   0.000   0.158   0.068   0.364
   0.700   9.000   0.002   0.038   0.000   0.000   0.160   0.070   0.367
   0.725   9.000   0.002   0.039   0.000   0.000   0.161   0.071   0.369
   0.750   9.000   0.002   0.040   0.000   0.000   0.162   0.073   0.372
   0.775   9.000   0.002   0.040   0.000   0.000   0.164   0.074   0.374
   0.800   9.000   0.002   0.041   0.000   0.000   0.165   0.075   0.375
   0.825   9.000   0.002   0.042   0.000   0.000   0.166   0.077   0.377
   0.850   9.000   0.002   0.043   0.000   0.000   0.167   0.078   0.378
   0.875   9.000   0.002   0.043   0.000   0.000   0.168   0.079   0.380
   0.900   9.000   0.003   0.044   0.000   0.000   0.169   0.080   0.381
   0.925   9.000   0.003   0.044   0.000   0.000   0.170   0.081   0.379
   0.950   9.000   0.003   0.045   0.000   0.000   0.170   0.081   0.377
   0.975   9.000   0.003   0.046   0.000   0.000   0.170   0.082   0.375
   1.000   9.000   0.003   0.046   0.000   0.000   0.171   0.082   0.374
