  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  18.000   0.121   0.122   0.244
   0.025  17.000   0.119   0.123   0.244
   0.050  18.000   0.119   0.125   0.246
   0.075  20.000   0.119   0.127   0.250
   0.100  21.000   0.121   0.130   0.254
   0.125  21.000   0.122   0.132   0.257
   0.150  21.000   0.122   0.133   0.259
   0.175  21.000   0.122   0.133   0.260
   0.200  22.000   0.122   0.132   0.259
   0.225  22.000   0.121   0.132   0.257
   0.250  23.000   0.120   0.130   0.255
   0.275  23.000   0.119   0.128   0.251
   0.300  23.000   0.117   0.126   0.247
   0.325  23.000   0.115   0.124   0.243
   0.350  23.000   0.113   0.122   0.238
   0.375  23.000   0.110   0.119   0.233
   0.400  23.000   0.108   0.116   0.228
   0.425  21.000   0.106   0.113   0.222
   0.450  21.000   0.103   0.111   0.217
   0.475  21.000   0.101   0.108   0.212
   0.500  21.000   0.098   0.105   0.207
   0.525  21.000   0.096   0.103   0.202
   0.550  21.000   0.094   0.100   0.197
   0.575  21.000   0.092   0.098   0.192
   0.600  21.000   0.090   0.095   0.188
   0.625  21.000   0.088   0.093   0.183
   0.650  21.000   0.086   0.091   0.179
   0.675  21.000   0.084   0.089   0.175
   0.700  21.000   0.082   0.087   0.171
   0.725  21.000   0.080   0.085   0.167
   0.750  21.000   0.078   0.083   0.163
   0.775  21.000   0.076   0.082   0.160
   0.800  23.000   0.074   0.080   0.157
   0.825  23.000   0.073   0.079   0.154
   0.850  22.000   0.071   0.077   0.151
   0.875  22.000   0.070   0.076   0.148
   0.900  22.000   0.069   0.075   0.146
   0.925  21.000   0.068   0.074   0.144
   0.950  20.000   0.067   0.073   0.142
   0.975  20.000   0.066   0.072   0.141
   1.000  20.000   0.065   0.071   0.139
