  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.122   0.118   0.238
   0.025  26.000   0.121   0.119   0.239
   0.050  25.000   0.120   0.119   0.239
   0.075  25.000   0.118   0.118   0.236
   0.100  24.000   0.116   0.117   0.233
   0.125  25.000   0.115   0.115   0.230
   0.150  26.000   0.113   0.114   0.227
   0.175  26.000   0.110   0.112   0.224
   0.200  27.000   0.108   0.111   0.219
   0.225  26.000   0.104   0.108   0.214
   0.250  27.000   0.101   0.106   0.209
   0.275  26.000   0.098   0.103   0.203
   0.300  26.000   0.095   0.100   0.197
   0.325  26.000   0.091   0.097   0.191
   0.350  26.000   0.088   0.094   0.184
   0.375  27.000   0.085   0.091   0.178
   0.400  27.000   0.082   0.088   0.173
   0.425  27.000   0.080   0.085   0.167
   0.450  27.000   0.077   0.082   0.162
   0.475  29.000   0.075   0.080   0.157
   0.500  29.000   0.073   0.078   0.152
   0.525  29.000   0.071   0.075   0.148
   0.550  29.000   0.069   0.073   0.144
   0.575  29.000   0.068   0.071   0.140
   0.600  29.000   0.066   0.070   0.137
   0.625  29.000   0.065   0.068   0.134
   0.650  29.000   0.063   0.066   0.131
   0.675  28.000   0.062   0.065   0.128
   0.700  27.000   0.061   0.064   0.126
   0.725  27.000   0.060   0.062   0.123
   0.750  27.000   0.059   0.061   0.121
   0.775  28.000   0.058   0.060   0.119
   0.800  28.000   0.057   0.059   0.117
   0.825  28.000   0.057   0.058   0.116
   0.850  28.000   0.056   0.057   0.114
   0.875  28.000   0.055   0.056   0.112
   0.900  28.000   0.054   0.056   0.110
   0.925  28.000   0.053   0.055   0.108
   0.950  27.000   0.052   0.054   0.107
   0.975  30.000   0.051   0.054   0.106
   1.000  28.000   0.050   0.053   0.105
