  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.128   0.136   0.268
   0.025  21.000   0.130   0.138   0.272
   0.050  19.000   0.132   0.139   0.274
   0.075  19.000   0.132   0.138   0.273
   0.100  18.000   0.132   0.137   0.271
   0.125  17.000   0.132   0.137   0.270
   0.150  19.000   0.134   0.139   0.275
   0.175  19.000   0.136   0.141   0.279
   0.200  20.000   0.136   0.142   0.281
   0.225  20.000   0.135   0.142   0.280
   0.250  21.000   0.133   0.141   0.277
   0.275  21.000   0.131   0.139   0.273
   0.300  21.000   0.128   0.137   0.268
   0.325  23.000   0.125   0.134   0.263
   0.350  23.000   0.122   0.131   0.257
   0.375  23.000   0.119   0.128   0.251
   0.400  23.000   0.116   0.125   0.245
   0.425  23.000   0.113   0.122   0.239
   0.450  22.000   0.110   0.119   0.233
   0.475  21.000   0.107   0.116   0.227
   0.500  21.000   0.104   0.114   0.222
   0.525  21.000   0.102   0.111   0.217
   0.550  21.000   0.099   0.108   0.211
   0.575  21.000   0.097   0.106   0.207
   0.600  21.000   0.095   0.104   0.202
   0.625  21.000   0.093   0.101   0.198
   0.650  21.000   0.091   0.099   0.194
   0.675  21.000   0.089   0.097   0.190
   0.700  21.000   0.088   0.095   0.187
   0.725  21.000   0.086   0.094   0.183
   0.750  21.000   0.085   0.092   0.180
   0.775  21.000   0.083   0.091   0.177
   0.800  21.000   0.082   0.089   0.174
   0.825  21.000   0.081   0.088   0.172
   0.850  21.000   0.080   0.087   0.169
   0.875  21.000   0.079   0.085   0.167
   0.900  21.000   0.077   0.084   0.165
   0.925  21.000   0.077   0.084   0.164
   0.950  21.000   0.077   0.084   0.165
   0.975  21.000   0.077   0.084   0.164
   1.000  21.000   0.077   0.084   0.164
