  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.000   0.259   0.077   0.115   0.003   0.112
   0.025   7.000   0.000   0.256   0.079   0.111   0.003   0.114
   0.050   7.000   0.000   0.253   0.079   0.106   0.002   0.117
   0.075   7.000   0.000   0.249   0.079   0.102   0.002   0.119
   0.100   7.000   0.000   0.245   0.079   0.099   0.002   0.123
   0.125   7.000   0.000   0.241   0.080   0.098   0.002   0.128
   0.150   7.000   0.000   0.237   0.081   0.097   0.002   0.134
   0.175   7.000   0.000   0.234   0.082   0.097   0.001   0.141
   0.200   7.000   0.000   0.232   0.084   0.097   0.001   0.149
   0.225   7.000   0.000   0.230   0.086   0.098   0.001   0.157
   0.250   7.000   0.000   0.228   0.088   0.099   0.001   0.166
   0.275   7.000   0.000   0.227   0.091   0.101   0.001   0.174
   0.300   7.000   0.000   0.226   0.094   0.102   0.001   0.182
   0.325   7.000   0.000   0.225   0.097   0.103   0.001   0.190
   0.350   7.000   0.000   0.225   0.100   0.105   0.001   0.198
   0.375   7.000   0.000   0.224   0.103   0.106   0.001   0.206
   0.400   7.000   0.000   0.224   0.106   0.106   0.001   0.213
   0.425   7.000   0.000   0.223   0.109   0.107   0.001   0.220
   0.450   7.000   0.000   0.223   0.112   0.107   0.001   0.226
   0.475   7.000   0.000   0.223   0.116   0.107   0.001   0.232
   0.500   7.000   0.000   0.223   0.119   0.107   0.001   0.238
   0.525   7.000   0.000   0.222   0.122   0.107   0.001   0.244
   0.550   7.000   0.000   0.222   0.125   0.106   0.001   0.250
   0.575   7.000   0.000   0.222   0.128   0.105   0.001   0.255
   0.600   8.000   0.000   0.222   0.131   0.104   0.001   0.260
   0.625   8.000   0.000   0.222   0.134   0.102   0.001   0.266
   0.650   8.000   0.000   0.222   0.136   0.100   0.001   0.271
   0.675   8.000   0.000   0.221   0.139   0.098   0.001   0.276
   0.700   8.000   0.000   0.221   0.141   0.095   0.001   0.281
   0.725   8.000   0.000   0.221   0.144   0.093   0.001   0.286
   0.750   8.000   0.000   0.221   0.146   0.090   0.001   0.291
   0.775   8.000   0.000   0.221   0.149   0.086   0.001   0.296
   0.800   8.000   0.000   0.222   0.151   0.083   0.001   0.301
   0.825   8.000   0.000   0.222   0.153   0.079   0.001   0.307
   0.850   8.000   0.000   0.222   0.155   0.075   0.001   0.312
   0.875   8.000   0.000   0.222   0.157   0.071   0.001   0.317
   0.900   9.000   0.000   0.222   0.159   0.066   0.001   0.322
   0.925   9.000   0.000   0.223   0.161   0.061   0.000   0.328
   0.950   9.000   0.000   0.222   0.162   0.056   0.000   0.332
   0.975   9.000   0.000   0.222   0.164   0.051   0.000   0.336
   1.000   9.000   0.000   0.222   0.165   0.046   0.000   0.340
