  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.100   0.101   0.201
   0.025  27.000   0.102   0.104   0.207
   0.050  27.000   0.104   0.107   0.213
   0.075  27.000   0.105   0.110   0.218
   0.100  28.000   0.106   0.113   0.222
   0.125  28.000   0.107   0.114   0.224
   0.150  29.000   0.106   0.115   0.224
   0.175  28.000   0.105   0.114   0.223
   0.200  29.000   0.104   0.113   0.221
   0.225  29.000   0.102   0.111   0.217
   0.250  29.000   0.100   0.109   0.213
   0.275  29.000   0.098   0.106   0.208
   0.300  28.000   0.096   0.104   0.203
   0.325  29.000   0.093   0.101   0.197
   0.350  28.000   0.091   0.098   0.192
   0.375  27.000   0.088   0.095   0.186
   0.400  27.000   0.086   0.092   0.181
   0.425  28.000   0.084   0.089   0.176
   0.450  28.000   0.082   0.087   0.171
   0.475  28.000   0.080   0.085   0.166
   0.500  28.000   0.078   0.082   0.162
   0.525  29.000   0.077   0.080   0.159
   0.550  29.000   0.075   0.079   0.155
   0.575  27.000   0.074   0.077   0.152
   0.600  27.000   0.073   0.075   0.149
   0.625  26.000   0.072   0.074   0.146
   0.650  26.000   0.070   0.072   0.144
   0.675  26.000   0.069   0.071   0.141
   0.700  27.000   0.068   0.070   0.139
   0.725  27.000   0.067   0.069   0.137
   0.750  28.000   0.066   0.068   0.135
   0.775  28.000   0.065   0.067   0.133
   0.800  28.000   0.065   0.066   0.131
   0.825  28.000   0.064   0.065   0.130
   0.850  28.000   0.063   0.064   0.128
   0.875  28.000   0.062   0.064   0.127
   0.900  28.000   0.062   0.063   0.125
   0.925  28.000   0.061   0.062   0.124
   0.950  28.000   0.060   0.062   0.122
   0.975  29.000   0.060   0.062   0.122
   1.000  29.000   0.060   0.062   0.123
