  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   4.000   0.097   0.105   0.008   0.212   0.071   0.000   0.015
   0.025   4.000   0.095   0.101   0.008   0.217   0.070   0.000   0.014
   0.050   4.000   0.093   0.098   0.008   0.224   0.068   0.000   0.013
   0.075   4.000   0.093   0.095   0.008   0.233   0.066   0.000   0.013
   0.100   4.000   0.093   0.093   0.009   0.242   0.064   0.000   0.013
   0.125   4.000   0.094   0.092   0.009   0.253   0.062   0.000   0.014
   0.150   4.000   0.095   0.091   0.009   0.262   0.060   0.000   0.015
   0.175   4.000   0.096   0.090   0.010   0.272   0.058   0.001   0.017
   0.200   4.000   0.096   0.090   0.010   0.280   0.056   0.001   0.019
   0.225   4.000   0.097   0.089   0.010   0.287   0.054   0.001   0.022
   0.250   4.000   0.097   0.088   0.010   0.292   0.052   0.001   0.026
   0.275   4.000   0.096   0.088   0.010   0.295   0.050   0.001   0.030
   0.300   5.000   0.095   0.087   0.010   0.298   0.048   0.001   0.035
   0.325   6.000   0.094   0.087   0.010   0.300   0.047   0.001   0.041
   0.350   6.000   0.092   0.086   0.009   0.301   0.045   0.001   0.048
   0.375   6.000   0.090   0.086   0.009   0.302   0.044   0.001   0.055
   0.400   6.000   0.088   0.086   0.009   0.302   0.043   0.001   0.062
   0.425   6.000   0.086   0.085   0.008   0.302   0.042   0.001   0.071
   0.450   6.000   0.084   0.085   0.008   0.302   0.041   0.001   0.079
   0.475   6.000   0.081   0.085   0.007   0.302   0.040   0.001   0.089
   0.500   6.000   0.079   0.084   0.007   0.302   0.039   0.001   0.098
   0.525   6.000   0.076   0.083   0.006   0.301   0.039   0.001   0.108
   0.550   6.000   0.073   0.083   0.006   0.300   0.038   0.001   0.118
   0.575   6.000   0.071   0.082   0.006   0.299   0.038   0.001   0.128
   0.600   6.000   0.068   0.081   0.005   0.297   0.037   0.001   0.139
   0.625   6.000   0.066   0.080   0.005   0.296   0.037   0.001   0.149
   0.650   7.000   0.063   0.079   0.005   0.294   0.037   0.001   0.159
   0.675   7.000   0.061   0.078   0.004   0.292   0.037   0.001   0.170
   0.700   7.000   0.058   0.077   0.004   0.290   0.037   0.001   0.180
   0.725   7.000   0.056   0.076   0.004   0.288   0.037   0.001   0.190
   0.750   8.000   0.054   0.074   0.003   0.286   0.037   0.001   0.200
   0.775   8.000   0.052   0.073   0.003   0.284   0.037   0.001   0.209
   0.800   8.000   0.050   0.072   0.003   0.282   0.037   0.001   0.219
   0.825   8.000   0.048   0.070   0.003   0.280   0.037   0.001   0.228
   0.850   8.000   0.046   0.069   0.003   0.278   0.037   0.001   0.237
   0.875   8.000   0.045   0.067   0.002   0.275   0.038   0.001   0.246
   0.900   9.000   0.043   0.066   0.002   0.273   0.038   0.001   0.255
   0.925   9.000   0.041   0.064   0.002   0.271   0.039   0.001   0.263
   0.950   9.000   0.040   0.062   0.002   0.267   0.039   0.001   0.269
   0.975   9.000   0.038   0.060   0.002   0.264   0.039   0.001   0.274
   1.000   9.000   0.037   0.058   0.002   0.260   0.040   0.001   0.280
