  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.188   0.074   0.042   0.000   0.012   0.006   0.155
   0.025   6.000   0.183   0.072   0.042   0.000   0.008   0.006   0.160
   0.050   6.000   0.178   0.070   0.040   0.000   0.005   0.006   0.163
   0.075   6.000   0.173   0.069   0.039   0.000   0.004   0.006   0.165
   0.100   6.000   0.168   0.069   0.037   0.000   0.003   0.005   0.167
   0.125   6.000   0.165   0.069   0.035   0.000   0.002   0.005   0.170
   0.150   6.000   0.162   0.070   0.034   0.000   0.002   0.005   0.173
   0.175   6.000   0.159   0.071   0.033   0.000   0.002   0.004   0.178
   0.200   6.000   0.158   0.072   0.032   0.000   0.001   0.004   0.183
   0.225   7.000   0.158   0.074   0.031   0.000   0.001   0.004   0.189
   0.250   7.000   0.158   0.075   0.030   0.000   0.001   0.003   0.196
   0.275   7.000   0.158   0.077   0.030   0.000   0.001   0.003   0.203
   0.300   7.000   0.160   0.079   0.030   0.000   0.001   0.003   0.211
   0.325   7.000   0.161   0.081   0.030   0.000   0.001   0.002   0.219
   0.350   7.000   0.163   0.083   0.030   0.000   0.000   0.002   0.227
   0.375   7.000   0.166   0.085   0.030   0.000   0.000   0.002   0.234
   0.400   7.000   0.168   0.086   0.030   0.000   0.000   0.001   0.242
   0.425   8.000   0.171   0.088   0.031   0.000   0.000   0.001   0.249
   0.450   8.000   0.173   0.089   0.031   0.000   0.000   0.001   0.256
   0.475   8.000   0.176   0.091   0.032   0.000   0.000   0.001   0.263
   0.500   8.000   0.178   0.092   0.032   0.000   0.000   0.001   0.269
   0.525   8.000   0.181   0.093   0.033   0.000   0.000   0.001   0.275
   0.550   8.000   0.184   0.094   0.034   0.000   0.000   0.000   0.281
   0.575   8.000   0.186   0.094   0.034   0.000   0.000   0.000   0.286
   0.600   8.000   0.189   0.095   0.035   0.000   0.000   0.000   0.291
   0.625   8.000   0.191   0.095   0.036   0.000   0.000   0.000   0.296
   0.650   8.000   0.193   0.096   0.036   0.000   0.000   0.000   0.300
   0.675   8.000   0.196   0.096   0.037   0.000   0.000   0.000   0.304
   0.700   8.000   0.198   0.096   0.038   0.000   0.000   0.000   0.308
   0.725   8.000   0.200   0.096   0.038   0.000   0.000   0.000   0.312
   0.750   8.000   0.202   0.096   0.039   0.000   0.000   0.000   0.315
   0.775   8.000   0.204   0.096   0.040   0.000   0.000   0.000   0.318
   0.800   8.000   0.206   0.095   0.041   0.000   0.000   0.000   0.321
   0.825   8.000   0.208   0.095   0.042   0.000   0.000   0.000   0.324
   0.850   8.000   0.210   0.094   0.043   0.000   0.000   0.000   0.327
   0.875   8.000   0.211   0.094   0.043   0.000   0.000   0.000   0.329
   0.900   8.000   0.213   0.093   0.044   0.000   0.000   0.000   0.331
   0.925   8.000   0.215   0.092   0.045   0.000   0.000   0.000   0.333
   0.950   8.000   0.216   0.091   0.046   0.000   0.000   0.000   0.335
   0.975   8.000   0.217   0.090   0.047   0.000   0.000   0.000   0.336
   1.000   8.000   0.217   0.088   0.048   0.000   0.000   0.000   0.336
