TEXTURE AT STRAIN =    1.0000
   2.604   3.018   0.116  <-- length of phase ellipsoid axes
  145.92   80.82 -157.85  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
  157.44   29.53 -150.46   0.0003500
