  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  12.000   0.000   0.000   0.020   0.011   0.000   0.398
   0.025  12.000   0.000   0.000   0.022   0.012   0.000   0.390
   0.050  12.000   0.000   0.000   0.025   0.013   0.000   0.386
   0.075  12.000   0.000   0.000   0.028   0.015   0.000   0.385
   0.100  12.000   0.000   0.000   0.031   0.016   0.000   0.385
   0.125  12.000   0.000   0.000   0.035   0.019   0.000   0.384
   0.150  12.000   0.000   0.000   0.039   0.021   0.000   0.378
   0.175  12.000   0.000   0.000   0.043   0.023   0.000   0.372
   0.200  12.000   0.000   0.000   0.047   0.024   0.000   0.367
   0.225  12.000   0.000   0.000   0.052   0.025   0.000   0.365
   0.250  12.000   0.000   0.000   0.056   0.027   0.000   0.366
   0.275  11.000   0.000   0.000   0.061   0.028   0.000   0.369
   0.300  10.000   0.000   0.000   0.065   0.029   0.000   0.373
   0.325  10.000   0.001   0.001   0.069   0.030   0.000   0.378
   0.350  10.000   0.001   0.001   0.074   0.032   0.000   0.383
   0.375  10.000   0.001   0.001   0.078   0.034   0.000   0.389
   0.400  10.000   0.001   0.001   0.082   0.036   0.000   0.395
   0.425  10.000   0.001   0.001   0.087   0.038   0.000   0.400
   0.450  10.000   0.001   0.001   0.091   0.040   0.000   0.405
   0.475  10.000   0.001   0.002   0.094   0.043   0.000   0.410
   0.500   9.000   0.002   0.002   0.098   0.045   0.000   0.415
   0.525   9.000   0.002   0.002   0.102   0.048   0.000   0.419
   0.550   9.000   0.002   0.002   0.105   0.051   0.000   0.422
   0.575   9.000   0.002   0.002   0.108   0.054   0.000   0.426
   0.600   9.000   0.003   0.002   0.111   0.056   0.000   0.429
   0.625   9.000   0.003   0.002   0.114   0.059   0.000   0.431
   0.650   9.000   0.003   0.002   0.117   0.062   0.000   0.433
   0.675   9.000   0.004   0.002   0.119   0.065   0.000   0.435
   0.700   9.000   0.004   0.002   0.122   0.068   0.000   0.436
   0.725   9.000   0.004   0.002   0.124   0.071   0.000   0.438
   0.750   9.000   0.004   0.002   0.126   0.074   0.000   0.439
   0.775   9.000   0.005   0.002   0.128   0.076   0.000   0.439
   0.800   9.000   0.005   0.002   0.130   0.079   0.000   0.440
   0.825   9.000   0.005   0.002   0.132   0.082   0.000   0.441
   0.850   9.000   0.006   0.001   0.133   0.084   0.000   0.441
   0.875   9.000   0.006   0.001   0.135   0.087   0.000   0.441
   0.900   9.000   0.006   0.001   0.136   0.090   0.000   0.441
   0.925   9.000   0.006   0.001   0.137   0.092   0.000   0.441
   0.950   9.000   0.007   0.001   0.138   0.094   0.000   0.438
   0.975   9.000   0.007   0.001   0.138   0.096   0.000   0.436
   1.000  10.000   0.007   0.001   0.139   0.098   0.000   0.433
