          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.68962E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24117E+02  0.21544E+02 -0.45661E+02 -0.15608E+01  0.12709E+01 -0.39815E+01      982.00
  0.24829E-01  0.68754E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.24071E+02  0.21464E+02 -0.45535E+02 -0.16078E+01  0.13176E+01 -0.38224E+01      982.00
  0.49665E-01  0.68593E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.24028E+02  0.21415E+02 -0.45443E+02 -0.16567E+01  0.13656E+01 -0.36351E+01      982.00
  0.74509E-01  0.68516E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.24009E+02  0.21402E+02 -0.45411E+02 -0.17055E+01  0.14089E+01 -0.34048E+01      982.00
  0.99363E-01  0.68520E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24023E+02  0.21414E+02 -0.45437E+02 -0.17598E+01  0.14500E+01 -0.31132E+01      982.00
  0.12423E+00  0.68617E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24063E+02  0.21463E+02 -0.45526E+02 -0.18149E+01  0.14898E+01 -0.27931E+01      982.00
  0.14911E+00  0.68789E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24130E+02  0.21534E+02 -0.45664E+02 -0.18717E+01  0.15249E+01 -0.24368E+01      982.00
  0.17400E+00  0.69018E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24215E+02  0.21622E+02 -0.45837E+02 -0.19297E+01  0.15572E+01 -0.20619E+01      982.00
  0.19891E+00  0.69310E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24321E+02  0.21727E+02 -0.46048E+02 -0.19899E+01  0.15873E+01 -0.16701E+01      982.00
  0.22382E+00  0.69612E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24430E+02  0.21832E+02 -0.46262E+02 -0.20483E+01  0.16138E+01 -0.12859E+01      982.00
  0.24874E+00  0.69940E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24547E+02  0.21942E+02 -0.46488E+02 -0.21062E+01  0.16378E+01 -0.91036E+00      982.00
  0.27367E+00  0.70259E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24661E+02  0.22044E+02 -0.46705E+02 -0.21629E+01  0.16579E+01 -0.54556E+00      982.00
  0.29860E+00  0.70584E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24777E+02  0.22145E+02 -0.46921E+02 -0.22180E+01  0.16730E+01 -0.19257E+00      982.00
  0.32353E+00  0.70872E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24885E+02  0.22226E+02 -0.47110E+02 -0.22698E+01  0.16764E+01  0.15536E+00      982.00
  0.34845E+00  0.71166E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24992E+02  0.22308E+02 -0.47300E+02 -0.23193E+01  0.16755E+01  0.48751E+00      982.00
  0.37338E+00  0.71434E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25093E+02  0.22377E+02 -0.47470E+02 -0.23659E+01  0.16625E+01  0.81555E+00      982.00
