  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.103   0.106   0.210
   0.025  26.000   0.106   0.109   0.217
   0.050  26.000   0.108   0.113   0.223
   0.075  25.000   0.110   0.115   0.228
   0.100  26.000   0.111   0.118   0.231
   0.125  26.000   0.111   0.119   0.233
   0.150  26.000   0.111   0.119   0.233
   0.175  26.000   0.110   0.118   0.232
   0.200  27.000   0.108   0.117   0.229
   0.225  28.000   0.106   0.115   0.225
   0.250  28.000   0.104   0.113   0.220
   0.275  28.000   0.102   0.110   0.215
   0.300  28.000   0.099   0.107   0.209
   0.325  28.000   0.096   0.104   0.203
   0.350  28.000   0.093   0.101   0.197
   0.375  27.000   0.091   0.098   0.191
   0.400  27.000   0.088   0.095   0.185
   0.425  27.000   0.085   0.092   0.180
   0.450  28.000   0.083   0.089   0.174
   0.475  28.000   0.081   0.086   0.170
   0.500  29.000   0.079   0.084   0.165
   0.525  29.000   0.077   0.082   0.160
   0.550  29.000   0.075   0.080   0.156
   0.575  29.000   0.073   0.078   0.153
   0.600  29.000   0.071   0.076   0.149
   0.625  29.000   0.070   0.074   0.146
   0.650  30.000   0.069   0.072   0.143
   0.675  29.000   0.067   0.071   0.140
   0.700  29.000   0.066   0.070   0.137
   0.725  29.000   0.065   0.068   0.135
   0.750  29.000   0.064   0.067   0.132
   0.775  29.000   0.063   0.066   0.130
   0.800  29.000   0.062   0.065   0.128
   0.825  28.000   0.061   0.064   0.126
   0.850  27.000   0.061   0.063   0.125
   0.875  27.000   0.060   0.062   0.123
   0.900  27.000   0.059   0.061   0.121
   0.925  27.000   0.059   0.061   0.120
   0.950  27.000   0.059   0.061   0.120
   0.975  27.000   0.059   0.061   0.120
   1.000  27.000   0.059   0.061   0.120
