  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.004   0.167   0.323   0.000   0.035   0.053
   0.025   4.000   0.004   0.159   0.316   0.000   0.034   0.056
   0.050   5.000   0.004   0.152   0.308   0.000   0.033   0.060
   0.075   5.000   0.004   0.146   0.301   0.000   0.032   0.063
   0.100   6.000   0.004   0.142   0.296   0.000   0.031   0.067
   0.125   6.000   0.004   0.138   0.291   0.000   0.031   0.072
   0.150   6.000   0.004   0.136   0.288   0.000   0.031   0.078
   0.175   6.000   0.005   0.134   0.286   0.000   0.031   0.084
   0.200   6.000   0.005   0.133   0.284   0.000   0.031   0.092
   0.225   6.000   0.005   0.132   0.284   0.000   0.031   0.100
   0.250   6.000   0.006   0.132   0.285   0.000   0.031   0.110
   0.275   6.000   0.006   0.132   0.285   0.000   0.031   0.120
   0.300   6.000   0.006   0.131   0.287   0.000   0.031   0.130
   0.325   6.000   0.006   0.131   0.288   0.000   0.031   0.141
   0.350   7.000   0.007   0.130   0.290   0.000   0.030   0.152
   0.375   7.000   0.007   0.130   0.291   0.000   0.030   0.163
   0.400   7.000   0.007   0.129   0.293   0.000   0.030   0.174
   0.425   7.000   0.007   0.128   0.294   0.000   0.029   0.185
   0.450   8.000   0.007   0.127   0.295   0.000   0.029   0.196
   0.475   8.000   0.006   0.125   0.295   0.001   0.029   0.207
   0.500   8.000   0.006   0.124   0.296   0.001   0.028   0.218
   0.525   9.000   0.006   0.123   0.296   0.001   0.028   0.228
   0.550   9.000   0.006   0.121   0.296   0.001   0.028   0.239
   0.575   9.000   0.005   0.120   0.295   0.001   0.027   0.248
   0.600   9.000   0.005   0.118   0.295   0.001   0.027   0.258
   0.625   9.000   0.005   0.117   0.294   0.001   0.027   0.267
   0.650   9.000   0.004   0.115   0.294   0.001   0.026   0.276
   0.675   9.000   0.004   0.114   0.293   0.001   0.026   0.284
   0.700   9.000   0.004   0.112   0.292   0.001   0.026   0.292
   0.725   9.000   0.004   0.111   0.291   0.001   0.026   0.300
   0.750   9.000   0.003   0.109   0.290   0.001   0.026   0.307
   0.775   9.000   0.003   0.108   0.289   0.001   0.026   0.314
   0.800   9.000   0.003   0.107   0.287   0.001   0.026   0.321
   0.825   9.000   0.003   0.105   0.286   0.001   0.026   0.327
   0.850   9.000   0.003   0.104   0.285   0.001   0.026   0.333
   0.875   9.000   0.002   0.103   0.284   0.001   0.026   0.339
   0.900   9.000   0.002   0.102   0.282   0.001   0.027   0.345
   0.925   9.000   0.002   0.101   0.281   0.001   0.027   0.350
   0.950   9.000   0.002   0.099   0.279   0.000   0.027   0.353
   0.975   9.000   0.002   0.098   0.277   0.000   0.027   0.355
   1.000  10.000   0.002   0.097   0.275   0.000   0.028   0.358
