  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.068   0.039   0.011   0.210   0.104   0.000   0.044
   0.025   7.000   0.065   0.037   0.011   0.206   0.101   0.000   0.047
   0.050   7.000   0.063   0.036   0.010   0.204   0.097   0.000   0.051
   0.075   7.000   0.062   0.035   0.010   0.202   0.095   0.000   0.056
   0.100   7.000   0.061   0.035   0.010   0.202   0.092   0.000   0.062
   0.125   7.000   0.061   0.034   0.010   0.203   0.090   0.000   0.068
   0.150   6.000   0.061   0.034   0.010   0.205   0.088   0.000   0.076
   0.175   6.000   0.061   0.035   0.010   0.208   0.086   0.000   0.085
   0.200   6.000   0.062   0.036   0.010   0.213   0.085   0.000   0.095
   0.225   6.000   0.062   0.037   0.010   0.218   0.083   0.000   0.107
   0.250   6.000   0.062   0.038   0.010   0.224   0.082   0.000   0.119
   0.275   6.000   0.062   0.039   0.009   0.229   0.080   0.000   0.133
   0.300   6.000   0.061   0.041   0.009   0.235   0.079   0.000   0.146
   0.325   7.000   0.060   0.042   0.008   0.240   0.077   0.000   0.161
   0.350   7.000   0.058   0.043   0.008   0.244   0.076   0.000   0.175
   0.375   7.000   0.057   0.044   0.007   0.248   0.074   0.000   0.189
   0.400   8.000   0.055   0.045   0.006   0.250   0.073   0.000   0.202
   0.425   8.000   0.053   0.046   0.006   0.253   0.071   0.000   0.215
   0.450   9.000   0.051   0.047   0.005   0.255   0.070   0.000   0.228
   0.475   9.000   0.049   0.047   0.005   0.256   0.069   0.000   0.240
   0.500   9.000   0.047   0.048   0.004   0.257   0.068   0.000   0.252
   0.525   9.000   0.045   0.048   0.004   0.257   0.067   0.000   0.263
   0.550   9.000   0.043   0.048   0.004   0.258   0.066   0.000   0.273
   0.575   9.000   0.042   0.048   0.003   0.257   0.066   0.000   0.284
   0.600   9.000   0.040   0.048   0.003   0.257   0.065   0.000   0.293
   0.625   9.000   0.038   0.048   0.003   0.257   0.065   0.000   0.303
   0.650   9.000   0.037   0.048   0.003   0.256   0.064   0.000   0.312
   0.675   9.000   0.035   0.048   0.002   0.255   0.064   0.000   0.320
   0.700   9.000   0.034   0.048   0.002   0.254   0.064   0.000   0.328
   0.725  10.000   0.033   0.047   0.002   0.253   0.064   0.000   0.336
   0.750  10.000   0.032   0.047   0.002   0.252   0.063   0.000   0.344
   0.775  10.000   0.031   0.047   0.002   0.251   0.063   0.000   0.351
   0.800  11.000   0.029   0.046   0.002   0.249   0.063   0.000   0.358
   0.825  11.000   0.028   0.046   0.001   0.248   0.063   0.000   0.364
   0.850  11.000   0.028   0.045   0.001   0.247   0.063   0.000   0.371
   0.875  11.000   0.027   0.045   0.001   0.245   0.063   0.000   0.377
   0.900  11.000   0.026   0.044   0.001   0.243   0.063   0.000   0.380
   0.925  11.000   0.025   0.043   0.001   0.242   0.063   0.000   0.384
   0.950  11.000   0.024   0.043   0.001   0.240   0.062   0.000   0.387
   0.975  11.000   0.024   0.042   0.001   0.238   0.062   0.000   0.390
   1.000  11.000   0.023   0.042   0.001   0.236   0.062   0.000   0.393
