  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.044   0.196   0.000   0.000   0.205   0.040   0.043
   0.025   6.000   0.041   0.195   0.000   0.000   0.207   0.041   0.040
   0.050   6.000   0.038   0.194   0.000   0.000   0.209   0.043   0.037
   0.075   6.000   0.035   0.194   0.000   0.000   0.212   0.045   0.034
   0.100   6.000   0.032   0.194   0.000   0.000   0.216   0.048   0.031
   0.125   6.000   0.029   0.196   0.000   0.000   0.220   0.052   0.029
   0.150   5.000   0.027   0.198   0.000   0.000   0.224   0.055   0.027
   0.175   5.000   0.024   0.201   0.000   0.000   0.230   0.059   0.025
   0.200   4.000   0.022   0.204   0.000   0.000   0.235   0.063   0.022
   0.225   4.000   0.020   0.208   0.000   0.000   0.242   0.067   0.020
   0.250   4.000   0.017   0.212   0.000   0.000   0.249   0.071   0.019
   0.275   4.000   0.015   0.216   0.000   0.000   0.256   0.075   0.017
   0.300   3.000   0.013   0.219   0.000   0.000   0.264   0.079   0.015
   0.325   3.000   0.011   0.223   0.000   0.000   0.271   0.081   0.014
   0.350   3.000   0.009   0.225   0.000   0.000   0.279   0.083   0.014
   0.375   3.000   0.007   0.228   0.000   0.000   0.285   0.085   0.014
   0.400   3.000   0.006   0.229   0.000   0.000   0.291   0.086   0.014
   0.425   3.000   0.004   0.229   0.000   0.000   0.297   0.086   0.016
   0.450   3.000   0.003   0.229   0.000   0.000   0.302   0.086   0.018
   0.475   3.000   0.002   0.228   0.000   0.000   0.306   0.085   0.022
   0.500   3.000   0.001   0.227   0.000   0.000   0.310   0.085   0.026
   0.525   3.000   0.001   0.225   0.000   0.000   0.313   0.084   0.031
   0.550   4.000   0.001   0.222   0.001   0.000   0.317   0.083   0.037
   0.575   4.000   0.000   0.219   0.001   0.000   0.320   0.081   0.044
   0.600   4.000   0.000   0.214   0.002   0.000   0.323   0.079   0.052
   0.625   4.000   0.000   0.209   0.004   0.000   0.325   0.076   0.061
   0.650   4.000   0.000   0.201   0.006   0.000   0.326   0.072   0.070
   0.675   4.000   0.000   0.193   0.009   0.000   0.324   0.067   0.078
   0.700   5.000   0.000   0.184   0.012   0.000   0.321   0.061   0.084
   0.725   5.000   0.000   0.177   0.014   0.000   0.317   0.056   0.089
   0.750   6.000   0.000   0.171   0.016   0.000   0.315   0.052   0.092
   0.775   6.000   0.000   0.167   0.018   0.000   0.313   0.049   0.094
   0.800   6.000   0.000   0.163   0.020   0.000   0.312   0.046   0.097
   0.825   6.000   0.000   0.159   0.021   0.000   0.311   0.044   0.100
   0.850   6.000   0.000   0.157   0.023   0.000   0.312   0.042   0.103
   0.875   7.000   0.000   0.154   0.024   0.000   0.312   0.040   0.106
   0.900   7.000   0.000   0.152   0.024   0.000   0.312   0.038   0.110
   0.925   7.000   0.000   0.149   0.025   0.000   0.313   0.037   0.115
   0.950   7.000   0.000   0.147   0.025   0.000   0.314   0.035   0.120
   0.975   8.000   0.000   0.145   0.025   0.000   0.314   0.034   0.126
   1.000   8.000   0.000   0.142   0.025   0.000   0.315   0.033   0.132
