          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.59853E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14006E+02  0.24324E+02 -0.38330E+02  0.12051E-01 -0.81013E+01 -0.24677E-01      982.00
  0.24015E-01  0.59524E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.13796E+02  0.24395E+02 -0.38191E+02 -0.22928E-01 -0.76823E+01  0.10932E+00      982.00
  0.48075E-01  0.59236E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.13598E+02  0.24468E+02 -0.38067E+02 -0.42555E-01 -0.72966E+01  0.22565E+00      982.00
  0.72174E-01  0.59052E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.13430E+02  0.24564E+02 -0.37994E+02 -0.38826E-01 -0.69741E+01  0.31586E+00      982.00
  0.96301E-01  0.59012E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13303E+02  0.24696E+02 -0.37999E+02 -0.14358E-01 -0.67280E+01  0.38123E+00      982.00
  0.12045E+00  0.59105E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13218E+02  0.24860E+02 -0.38079E+02  0.24921E-01 -0.65487E+01  0.42744E+00      982.00
  0.14461E+00  0.59324E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13175E+02  0.25057E+02 -0.38232E+02  0.75145E-01 -0.64286E+01  0.46069E+00      982.00
  0.16878E+00  0.59646E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13161E+02  0.25282E+02 -0.38443E+02  0.13337E+00 -0.63630E+01  0.48757E+00      982.00
  0.19294E+00  0.60068E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13181E+02  0.25530E+02 -0.38712E+02  0.19104E+00 -0.63532E+01  0.50977E+00      982.00
  0.21711E+00  0.60532E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13216E+02  0.25787E+02 -0.39003E+02  0.25678E+00 -0.63708E+01  0.53439E+00      982.00
  0.24127E+00  0.61041E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13279E+02  0.26044E+02 -0.39324E+02  0.31385E+00 -0.64105E+01  0.55863E+00      982.00
  0.26543E+00  0.61559E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13354E+02  0.26296E+02 -0.39650E+02  0.36898E+00 -0.64611E+01  0.58653E+00      982.00
  0.28959E+00  0.62067E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13437E+02  0.26534E+02 -0.39970E+02  0.42234E+00 -0.65148E+01  0.61766E+00      982.00
  0.31374E+00  0.62558E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13525E+02  0.26756E+02 -0.40281E+02  0.47422E+00 -0.65683E+01  0.65195E+00      982.00
  0.33788E+00  0.63018E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13615E+02  0.26960E+02 -0.40575E+02  0.52374E+00 -0.66158E+01  0.68897E+00      982.00
  0.36203E+00  0.63437E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13697E+02  0.27141E+02 -0.40837E+02  0.58136E+00 -0.66760E+01  0.73202E+00      982.00
  0.38617E+00  0.63842E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13785E+02  0.27312E+02 -0.41097E+02  0.62912E+00 -0.67198E+01  0.77511E+00      982.00
  0.41031E+00  0.64214E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13870E+02  0.27465E+02 -0.41335E+02  0.67535E+00 -0.67607E+01  0.82071E+00      982.00
  0.43445E+00  0.64551E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13951E+02  0.27601E+02 -0.41552E+02  0.72044E+00 -0.67952E+01  0.86804E+00      982.00
  0.45859E+00  0.64867E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14031E+02  0.27725E+02 -0.41756E+02  0.76460E+00 -0.68250E+01  0.91763E+00      982.00
  0.48272E+00  0.65152E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14106E+02  0.27835E+02 -0.41941E+02  0.80793E+00 -0.68519E+01  0.96874E+00      982.00
  0.50686E+00  0.65413E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14178E+02  0.27932E+02 -0.42110E+02  0.85044E+00 -0.68752E+01  0.10217E+01      982.00
  0.53101E+00  0.65649E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14247E+02  0.28017E+02 -0.42265E+02  0.89216E+00 -0.68933E+01  0.10756E+01      982.00
  0.55515E+00  0.65867E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14312E+02  0.28095E+02 -0.42407E+02  0.93351E+00 -0.69116E+01  0.11316E+01      982.00
  0.57929E+00  0.66061E+02    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14374E+02  0.28159E+02 -0.42533E+02  0.97473E+00 -0.69266E+01  0.11887E+01      982.00
  0.60344E+00  0.66245E+02    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14434E+02  0.28220E+02 -0.42654E+02  0.10150E+01 -0.69409E+01  0.12472E+01      982.00
  0.62758E+00  0.66411E+02    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14495E+02  0.28268E+02 -0.42762E+02  0.10691E+01 -0.69547E+01  0.13228E+01      982.00
  0.65173E+00  0.66548E+02    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14543E+02  0.28308E+02 -0.42852E+02  0.11000E+01 -0.69671E+01  0.13772E+01      982.00
  0.67588E+00  0.66685E+02    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14595E+02  0.28347E+02 -0.42942E+02  0.11380E+01 -0.69749E+01  0.14380E+01      982.00
  0.70002E+00  0.66810E+02    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14645E+02  0.28379E+02 -0.43025E+02  0.11756E+01 -0.69814E+01  0.15011E+01      982.00
  0.72417E+00  0.66924E+02    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14695E+02  0.28405E+02 -0.43100E+02  0.12131E+01 -0.69855E+01  0.15650E+01      982.00
  0.74832E+00  0.67032E+02    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14743E+02  0.28428E+02 -0.43172E+02  0.12501E+01 -0.69894E+01  0.16299E+01      982.00
  0.77248E+00  0.67128E+02    0.40000E+00  0.40000E+00 -0.80000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14789E+02  0.28446E+02 -0.43235E+02  0.12869E+01 -0.69936E+01  0.16954E+01      982.00
  0.79663E+00  0.67213E+02    0.41250E+00  0.41250E+00 -0.82500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14832E+02  0.28459E+02 -0.43292E+02  0.13236E+01 -0.69969E+01  0.17617E+01      982.00
  0.82078E+00  0.67293E+02    0.42500E+00  0.42500E+00 -0.85000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14876E+02  0.28469E+02 -0.43345E+02  0.13601E+01 -0.69990E+01  0.18294E+01      982.00
