  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.120   0.120   0.239
   0.025  18.000   0.117   0.120   0.238
   0.050  17.000   0.116   0.121   0.239
   0.075  19.000   0.117   0.123   0.242
   0.100  19.000   0.117   0.125   0.245
   0.125  21.000   0.118   0.126   0.248
   0.150  21.000   0.118   0.127   0.250
   0.175  21.000   0.118   0.128   0.250
   0.200  21.000   0.118   0.128   0.249
   0.225  21.000   0.117   0.127   0.248
   0.250  21.000   0.116   0.126   0.246
   0.275  22.000   0.115   0.124   0.243
   0.300  23.000   0.113   0.122   0.239
   0.325  23.000   0.111   0.120   0.235
   0.350  23.000   0.109   0.118   0.231
   0.375  23.000   0.107   0.116   0.227
   0.400  23.000   0.105   0.114   0.223
   0.425  23.000   0.103   0.112   0.219
   0.450  23.000   0.101   0.110   0.215
   0.475  22.000   0.100   0.108   0.211
   0.500  22.000   0.098   0.106   0.208
   0.525  22.000   0.096   0.104   0.204
   0.550  22.000   0.094   0.102   0.200
   0.575  22.000   0.093   0.101   0.197
   0.600  22.000   0.091   0.099   0.193
   0.625  22.000   0.089   0.097   0.190
   0.650  22.000   0.088   0.096   0.187
   0.675  22.000   0.086   0.094   0.183
   0.700  22.000   0.085   0.092   0.180
   0.725  22.000   0.084   0.091   0.178
   0.750  22.000   0.082   0.089   0.175
   0.775  22.000   0.081   0.088   0.172
   0.800  22.000   0.080   0.087   0.170
   0.825  22.000   0.079   0.086   0.167
   0.850  22.000   0.078   0.084   0.165
   0.875  22.000   0.077   0.083   0.163
   0.900  22.000   0.076   0.082   0.161
   0.925  22.000   0.075   0.081   0.159
   0.950  22.000   0.074   0.080   0.157
   0.975  22.000   0.073   0.079   0.155
   1.000  22.000   0.072   0.078   0.153
