          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.55935E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20561E+02  0.15832E+02 -0.36393E+02 -0.46137E+01 -0.25784E+01  0.40070E+01      982.00
  0.24399E-01  0.55906E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.20543E+02  0.15816E+02 -0.36359E+02 -0.46676E+01 -0.27629E+01  0.39126E+01      982.00
  0.48787E-01  0.55884E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.20495E+02  0.15847E+02 -0.36342E+02 -0.47373E+01 -0.28898E+01  0.37713E+01      982.00
  0.73174E-01  0.55911E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.20460E+02  0.15906E+02 -0.36365E+02 -0.48182E+01 -0.29776E+01  0.35945E+01      982.00
  0.97565E-01  0.55988E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20415E+02  0.16013E+02 -0.36427E+02 -0.48970E+01 -0.30523E+01  0.33951E+01      982.00
  0.12196E+00  0.56085E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20379E+02  0.16131E+02 -0.36510E+02 -0.49734E+01 -0.30917E+01  0.31588E+01      982.00
  0.14638E+00  0.56204E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20338E+02  0.16278E+02 -0.36616E+02 -0.50446E+01 -0.30875E+01  0.28780E+01      982.00
  0.17081E+00  0.56349E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20287E+02  0.16464E+02 -0.36751E+02 -0.51062E+01 -0.30331E+01  0.25420E+01      982.00
  0.19526E+00  0.56515E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20218E+02  0.16694E+02 -0.36912E+02 -0.51574E+01 -0.29158E+01  0.21375E+01      982.00
  0.21976E+00  0.56698E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20128E+02  0.16963E+02 -0.37091E+02 -0.51979E+01 -0.27342E+01  0.16585E+01      982.00
  0.24429E+00  0.56916E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20027E+02  0.17265E+02 -0.37292E+02 -0.52427E+01 -0.24908E+01  0.10949E+01      982.00
  0.26886E+00  0.57179E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19934E+02  0.17571E+02 -0.37505E+02 -0.53305E+01 -0.22004E+01  0.43463E+00      982.00
  0.29346E+00  0.57441E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19854E+02  0.17833E+02 -0.37687E+02 -0.54726E+01 -0.18772E+01 -0.32782E+00      982.00
  0.31806E+00  0.57637E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19738E+02  0.18071E+02 -0.37809E+02 -0.55557E+01 -0.15130E+01 -0.11431E+01      982.00
  0.34266E+00  0.57797E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19553E+02  0.18359E+02 -0.37912E+02 -0.54889E+01 -0.10964E+01 -0.19537E+01      982.00
  0.36726E+00  0.58001E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19324E+02  0.18716E+02 -0.38040E+02 -0.53006E+01 -0.64366E+00 -0.27412E+01      982.00
  0.39185E+00  0.58252E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19074E+02  0.19108E+02 -0.38181E+02 -0.50428E+01 -0.17851E+00 -0.35004E+01      982.00
  0.41643E+00  0.58569E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18825E+02  0.19520E+02 -0.38345E+02 -0.47574E+01  0.28194E+00 -0.42298E+01      982.00
  0.44098E+00  0.58937E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18595E+02  0.19923E+02 -0.38519E+02 -0.44663E+01  0.71286E+00 -0.49181E+01      982.00
  0.46549E+00  0.59369E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18393E+02  0.20323E+02 -0.38716E+02 -0.41854E+01  0.11135E+01 -0.55676E+01      982.00
  0.48995E+00  0.59846E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18224E+02  0.20706E+02 -0.38930E+02 -0.39197E+01  0.14742E+01 -0.61719E+01      982.00
  0.51434E+00  0.60340E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18081E+02  0.21066E+02 -0.39147E+02 -0.36715E+01  0.17940E+01 -0.67317E+01      982.00
  0.53867E+00  0.60849E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17966E+02  0.21407E+02 -0.39372E+02 -0.34385E+01  0.20740E+01 -0.72455E+01      982.00
  0.56293E+00  0.61373E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17878E+02  0.21728E+02 -0.39607E+02 -0.32221E+01  0.23149E+01 -0.77170E+01      982.00
  0.58713E+00  0.61886E+02    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17809E+02  0.22031E+02 -0.39840E+02 -0.30173E+01  0.25230E+01 -0.81431E+01      982.00
  0.61127E+00  0.62395E+02    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17766E+02  0.22309E+02 -0.40075E+02 -0.28275E+01  0.26926E+01 -0.85310E+01      982.00
  0.63536E+00  0.62884E+02    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17732E+02  0.22573E+02 -0.40305E+02 -0.26450E+01  0.28381E+01 -0.88802E+01      982.00
  0.65940E+00  0.63362E+02    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17716E+02  0.22819E+02 -0.40535E+02 -0.24743E+01  0.29560E+01 -0.91952E+01      982.00
  0.68339E+00  0.63812E+02    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17703E+02  0.23053E+02 -0.40756E+02 -0.23075E+01  0.30568E+01 -0.94718E+01      982.00
  0.70734E+00  0.64245E+02    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17705E+02  0.23267E+02 -0.40973E+02 -0.21520E+01  0.31338E+01 -0.97237E+01      982.00
