  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.002   0.032   0.270   0.002   0.166   0.068
   0.025   6.000   0.002   0.028   0.267   0.002   0.169   0.066
   0.050   6.000   0.002   0.025   0.265   0.002   0.173   0.064
   0.075   6.000   0.002   0.021   0.264   0.002   0.177   0.061
   0.100   6.000   0.003   0.018   0.264   0.003   0.183   0.059
   0.125   6.000   0.003   0.015   0.265   0.003   0.189   0.057
   0.150   6.000   0.004   0.012   0.267   0.003   0.196   0.055
   0.175   5.000   0.004   0.010   0.271   0.003   0.204   0.052
   0.200   5.000   0.005   0.008   0.274   0.004   0.213   0.049
   0.225   4.000   0.006   0.006   0.279   0.004   0.223   0.046
   0.250   4.000   0.007   0.004   0.284   0.004   0.233   0.043
   0.275   4.000   0.009   0.003   0.289   0.005   0.243   0.041
   0.300   4.000   0.011   0.002   0.290   0.005   0.251   0.038
   0.325   6.000   0.013   0.001   0.286   0.005   0.253   0.036
   0.350   5.000   0.015   0.000   0.280   0.005   0.254   0.034
   0.375   5.000   0.017   0.000   0.274   0.005   0.254   0.033
   0.400   5.000   0.019   0.000   0.268   0.005   0.255   0.034
   0.425   5.000   0.021   0.000   0.263   0.005   0.256   0.036
   0.450   5.000   0.023   0.000   0.258   0.005   0.258   0.039
   0.475   5.000   0.025   0.000   0.253   0.005   0.259   0.044
   0.500   5.000   0.027   0.000   0.249   0.005   0.261   0.050
   0.525   5.000   0.029   0.000   0.243   0.006   0.262   0.056
   0.550   5.000   0.031   0.000   0.238   0.006   0.263   0.063
   0.575   5.000   0.032   0.000   0.232   0.006   0.264   0.071
   0.600   5.000   0.034   0.000   0.226   0.006   0.265   0.080
   0.625   5.000   0.036   0.000   0.220   0.007   0.266   0.089
   0.650   7.000   0.038   0.000   0.214   0.007   0.267   0.098
   0.675   7.000   0.039   0.000   0.208   0.007   0.267   0.108
   0.700   7.000   0.040   0.000   0.202   0.008   0.268   0.117
   0.725   7.000   0.042   0.000   0.195   0.008   0.268   0.128
   0.750   7.000   0.043   0.000   0.189   0.008   0.268   0.138
   0.775   7.000   0.043   0.000   0.183   0.009   0.268   0.148
   0.800   7.000   0.044   0.000   0.176   0.009   0.267   0.158
   0.825   8.000   0.045   0.000   0.170   0.010   0.267   0.169
   0.850   8.000   0.045   0.000   0.164   0.010   0.266   0.179
   0.875   8.000   0.045   0.000   0.158   0.011   0.266   0.189
   0.900   8.000   0.045   0.000   0.153   0.011   0.265   0.199
   0.925   8.000   0.045   0.000   0.147   0.011   0.264   0.209
   0.950   8.000   0.045   0.000   0.142   0.012   0.263   0.218
   0.975   8.000   0.045   0.000   0.137   0.012   0.262   0.228
   1.000   8.000   0.045   0.000   0.132   0.013   0.261   0.237
