  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.141   0.143   0.284
   0.025  22.000   0.143   0.145   0.289
   0.050  21.000   0.143   0.148   0.293
   0.075  21.000   0.143   0.149   0.295
   0.100  21.000   0.142   0.150   0.296
   0.125  21.000   0.141   0.150   0.295
   0.150  21.000   0.140   0.150   0.294
   0.175  21.000   0.139   0.149   0.292
   0.200  22.000   0.137   0.147   0.288
   0.225  23.000   0.135   0.145   0.284
   0.250  23.000   0.132   0.143   0.279
   0.275  23.000   0.129   0.140   0.274
   0.300  22.000   0.126   0.137   0.268
   0.325  22.000   0.123   0.134   0.262
   0.350  22.000   0.120   0.130   0.255
   0.375  21.000   0.117   0.127   0.249
   0.400  21.000   0.114   0.124   0.242
   0.425  21.000   0.111   0.120   0.236
   0.450  21.000   0.108   0.117   0.229
   0.475  21.000   0.105   0.114   0.223
   0.500  21.000   0.103   0.111   0.218
   0.525  19.000   0.100   0.109   0.213
   0.550  19.000   0.098   0.106   0.207
   0.575  19.000   0.096   0.104   0.203
   0.600  19.000   0.094   0.101   0.198
   0.625  19.000   0.092   0.099   0.194
   0.650  19.000   0.090   0.097   0.190
   0.675  20.000   0.088   0.095   0.187
   0.700  20.000   0.087   0.094   0.183
   0.725  20.000   0.085   0.092   0.180
   0.750  20.000   0.084   0.090   0.177
   0.775  20.000   0.083   0.089   0.174
   0.800  20.000   0.082   0.088   0.172
   0.825  20.000   0.081   0.086   0.170
   0.850  20.000   0.080   0.085   0.167
   0.875  20.000   0.079   0.084   0.165
   0.900  20.000   0.078   0.083   0.163
   0.925  20.000   0.078   0.083   0.164
   0.950  20.000   0.078   0.084   0.164
   0.975  20.000   0.078   0.084   0.164
   1.000  20.000   0.078   0.084   0.164
