  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.093   0.000   0.190   0.011   0.062   0.000   0.133
   0.025   6.000   0.090   0.000   0.191   0.012   0.057   0.000   0.138
   0.050   6.000   0.086   0.000   0.192   0.014   0.050   0.000   0.146
   0.075   6.000   0.081   0.000   0.193   0.015   0.043   0.000   0.152
   0.100   6.000   0.076   0.000   0.193   0.015   0.038   0.000   0.156
   0.125   6.000   0.070   0.000   0.194   0.015   0.035   0.000   0.160
   0.150   6.000   0.064   0.000   0.196   0.015   0.032   0.000   0.164
   0.175   6.000   0.058   0.000   0.200   0.014   0.030   0.000   0.169
   0.200   6.000   0.053   0.000   0.204   0.013   0.029   0.000   0.174
   0.225   7.000   0.048   0.000   0.209   0.013   0.029   0.000   0.180
   0.250   7.000   0.043   0.000   0.214   0.012   0.028   0.000   0.187
   0.275   6.000   0.039   0.000   0.221   0.011   0.027   0.000   0.195
   0.300   6.000   0.034   0.000   0.227   0.009   0.026   0.000   0.203
   0.325   6.000   0.030   0.000   0.234   0.008   0.025   0.000   0.212
   0.350   6.000   0.027   0.000   0.241   0.007   0.024   0.000   0.222
   0.375   6.000   0.023   0.000   0.248   0.006   0.023   0.000   0.231
   0.400   6.000   0.020   0.000   0.255   0.005   0.021   0.000   0.241
   0.425   6.000   0.017   0.001   0.262   0.004   0.019   0.000   0.250
   0.450   7.000   0.014   0.002   0.268   0.004   0.018   0.000   0.260
   0.475   6.000   0.012   0.003   0.273   0.003   0.016   0.000   0.269
   0.500   5.000   0.010   0.005   0.277   0.002   0.014   0.000   0.277
   0.525   5.000   0.008   0.008   0.280   0.002   0.012   0.000   0.285
   0.550   5.000   0.007   0.012   0.282   0.001   0.010   0.000   0.292
   0.575   6.000   0.005   0.016   0.282   0.001   0.008   0.000   0.298
   0.600   6.000   0.004   0.022   0.282   0.001   0.007   0.000   0.303
   0.625   7.000   0.004   0.028   0.280   0.001   0.005   0.000   0.308
   0.650   7.000   0.003   0.035   0.278   0.000   0.004   0.000   0.313
   0.675   7.000   0.002   0.042   0.275   0.000   0.003   0.000   0.317
   0.700   8.000   0.002   0.049   0.271   0.000   0.003   0.000   0.320
   0.725   8.000   0.002   0.056   0.268   0.000   0.002   0.000   0.323
   0.750   8.000   0.001   0.064   0.264   0.000   0.002   0.000   0.326
   0.775   8.000   0.001   0.071   0.260   0.000   0.001   0.000   0.329
   0.800   8.000   0.001   0.078   0.256   0.000   0.001   0.000   0.331
   0.825   8.000   0.001   0.085   0.252   0.000   0.001   0.000   0.334
   0.850   8.000   0.001   0.092   0.248   0.000   0.001   0.000   0.336
   0.875   8.000   0.001   0.099   0.244   0.000   0.000   0.000   0.338
   0.900   8.000   0.001   0.105   0.240   0.000   0.000   0.000   0.339
   0.925   8.000   0.001   0.111   0.236   0.000   0.000   0.000   0.341
   0.950   8.000   0.000   0.117   0.233   0.000   0.000   0.000   0.343
   0.975   8.000   0.000   0.122   0.230   0.000   0.000   0.000   0.344
   1.000   8.000   0.000   0.127   0.226   0.000   0.000   0.000   0.346
