  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.000   0.087   0.251   0.000   0.138   0.065
   0.025   6.000   0.000   0.083   0.249   0.000   0.141   0.062
   0.050   6.000   0.000   0.080   0.248   0.000   0.144   0.059
   0.075   6.000   0.000   0.077   0.249   0.000   0.148   0.056
   0.100   6.000   0.000   0.074   0.252   0.000   0.153   0.053
   0.125   6.000   0.000   0.072   0.255   0.000   0.159   0.050
   0.150   6.000   0.000   0.069   0.260   0.001   0.165   0.048
   0.175   6.000   0.000   0.067   0.266   0.001   0.173   0.044
   0.200   6.000   0.000   0.065   0.273   0.001   0.181   0.041
   0.225   6.000   0.000   0.063   0.280   0.001   0.190   0.037
   0.250   6.000   0.001   0.062   0.288   0.001   0.200   0.034
   0.275   5.000   0.001   0.060   0.296   0.001   0.209   0.030
   0.300   5.000   0.001   0.058   0.304   0.001   0.219   0.026
   0.325   5.000   0.001   0.056   0.312   0.001   0.229   0.023
   0.350   4.000   0.001   0.054   0.319   0.001   0.238   0.021
   0.375   4.000   0.001   0.052   0.325   0.001   0.246   0.020
   0.400   4.000   0.001   0.050   0.329   0.001   0.252   0.020
   0.425   4.000   0.001   0.048   0.331   0.001   0.257   0.022
   0.450   4.000   0.001   0.046   0.333   0.001   0.261   0.025
   0.475   4.000   0.001   0.044   0.333   0.002   0.264   0.030
   0.500   6.000   0.001   0.042   0.332   0.002   0.266   0.035
   0.525   6.000   0.001   0.039   0.331   0.002   0.268   0.042
   0.550   6.000   0.001   0.036   0.329   0.002   0.270   0.050
   0.575   6.000   0.001   0.033   0.327   0.002   0.273   0.058
   0.600   6.000   0.002   0.030   0.324   0.002   0.275   0.067
   0.625   6.000   0.002   0.027   0.320   0.002   0.277   0.077
   0.650   6.000   0.002   0.024   0.316   0.002   0.279   0.088
   0.675   6.000   0.002   0.021   0.312   0.002   0.281   0.099
   0.700   6.000   0.002   0.018   0.307   0.002   0.282   0.111
   0.725   7.000   0.002   0.016   0.301   0.002   0.283   0.123
   0.750   6.000   0.003   0.013   0.295   0.003   0.284   0.135
   0.775   6.000   0.003   0.011   0.289   0.003   0.285   0.147
   0.800   6.000   0.003   0.009   0.282   0.003   0.285   0.160
   0.825   6.000   0.003   0.008   0.275   0.003   0.285   0.172
   0.850   6.000   0.003   0.007   0.269   0.003   0.284   0.184
   0.875   6.000   0.004   0.006   0.262   0.003   0.284   0.196
   0.900   6.000   0.004   0.005   0.255   0.003   0.283   0.208
   0.925   6.000   0.004   0.004   0.249   0.004   0.282   0.219
   0.950   6.000   0.004   0.003   0.242   0.004   0.280   0.230
   0.975   7.000   0.004   0.003   0.236   0.004   0.279   0.241
   1.000   7.000   0.004   0.003   0.229   0.004   0.277   0.250
