  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.113   0.116   0.230
   0.025  24.000   0.114   0.117   0.233
   0.050  24.000   0.115   0.118   0.235
   0.075  24.000   0.115   0.119   0.235
   0.100  24.000   0.115   0.118   0.234
   0.125  23.000   0.114   0.117   0.232
   0.150  23.000   0.112   0.115   0.229
   0.175  23.000   0.110   0.113   0.225
   0.200  22.000   0.108   0.111   0.220
   0.225  22.000   0.105   0.108   0.214
   0.250  22.000   0.103   0.105   0.208
   0.275  23.000   0.100   0.101   0.202
   0.300  23.000   0.097   0.098   0.195
   0.325  23.000   0.094   0.095   0.189
   0.350  23.000   0.092   0.092   0.183
   0.375  22.000   0.089   0.089   0.178
   0.400  22.000   0.087   0.086   0.173
   0.425  23.000   0.085   0.084   0.169
   0.450  22.000   0.083   0.083   0.166
   0.475  25.000   0.081   0.082   0.164
   0.500  26.000   0.080   0.081   0.161
   0.525  26.000   0.078   0.080   0.159
   0.550  29.000   0.076   0.079   0.156
   0.575  30.000   0.074   0.078   0.154
   0.600  30.000   0.073   0.077   0.151
   0.625  28.000   0.071   0.075   0.148
   0.650  27.000   0.070   0.074   0.145
   0.675  27.000   0.068   0.073   0.143
   0.700  27.000   0.067   0.071   0.140
   0.725  26.000   0.066   0.070   0.137
   0.750  26.000   0.064   0.068   0.134
   0.775  26.000   0.063   0.067   0.132
   0.800  26.000   0.062   0.066   0.130
   0.825  26.000   0.061   0.065   0.128
   0.850  27.000   0.060   0.064   0.126
   0.875  27.000   0.060   0.063   0.124
   0.900  27.000   0.059   0.062   0.122
   0.925  27.000   0.058   0.061   0.120
   0.950  27.000   0.057   0.060   0.119
   0.975  27.000   0.057   0.059   0.117
   1.000  27.000   0.057   0.059   0.117
