  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.160   0.119   0.021   0.000   0.015   0.154
   0.025   7.000   0.000   0.160   0.116   0.019   0.000   0.014   0.157
   0.050   7.000   0.000   0.161   0.114   0.018   0.000   0.014   0.160
   0.075   7.000   0.000   0.163   0.113   0.017   0.000   0.013   0.165
   0.100   7.000   0.000   0.165   0.113   0.016   0.000   0.013   0.171
   0.125   7.000   0.000   0.168   0.114   0.015   0.000   0.012   0.177
   0.150   7.000   0.000   0.171   0.115   0.015   0.000   0.012   0.183
   0.175   7.000   0.000   0.174   0.117   0.015   0.000   0.011   0.190
   0.200   7.000   0.000   0.177   0.118   0.014   0.000   0.011   0.195
   0.225   7.000   0.000   0.180   0.120   0.014   0.000   0.010   0.199
   0.250   6.000   0.000   0.182   0.120   0.014   0.000   0.009   0.202
   0.275   6.000   0.000   0.186   0.119   0.014   0.000   0.008   0.205
   0.300   6.000   0.000   0.190   0.118   0.014   0.000   0.007   0.209
   0.325   6.000   0.000   0.195   0.116   0.014   0.000   0.006   0.214
   0.350   6.000   0.000   0.201   0.114   0.014   0.000   0.005   0.219
   0.375   6.000   0.000   0.208   0.111   0.014   0.000   0.004   0.225
   0.400   6.000   0.000   0.215   0.108   0.013   0.000   0.003   0.232
   0.425   6.000   0.000   0.222   0.105   0.012   0.000   0.003   0.238
   0.450   5.000   0.000   0.230   0.101   0.011   0.000   0.002   0.245
   0.475   5.000   0.000   0.238   0.097   0.010   0.000   0.002   0.252
   0.500   4.000   0.000   0.246   0.093   0.009   0.000   0.001   0.259
   0.525   6.000   0.000   0.255   0.088   0.008   0.000   0.001   0.265
   0.550   7.000   0.000   0.263   0.083   0.007   0.000   0.001   0.272
   0.575   7.000   0.000   0.271   0.077   0.006   0.000   0.000   0.278
   0.600   7.000   0.000   0.280   0.071   0.005   0.000   0.000   0.284
   0.625   7.000   0.000   0.288   0.065   0.004   0.000   0.000   0.290
   0.650   7.000   0.000   0.296   0.059   0.003   0.000   0.000   0.295
   0.675   7.000   0.000   0.304   0.052   0.002   0.000   0.000   0.301
   0.700   7.000   0.000   0.312   0.046   0.002   0.000   0.000   0.306
   0.725   7.000   0.000   0.319   0.039   0.001   0.000   0.000   0.311
   0.750   7.000   0.000   0.326   0.033   0.001   0.000   0.000   0.316
   0.775   7.000   0.000   0.332   0.027   0.001   0.000   0.000   0.321
   0.800   7.000   0.000   0.338   0.022   0.001   0.000   0.000   0.325
   0.825   6.000   0.000   0.342   0.017   0.000   0.000   0.000   0.329
   0.850   6.000   0.000   0.346   0.013   0.000   0.000   0.000   0.333
   0.875   7.000   0.000   0.349   0.009   0.000   0.000   0.000   0.337
   0.900   7.000   0.000   0.351   0.006   0.000   0.000   0.000   0.340
   0.925   7.000   0.000   0.353   0.004   0.000   0.000   0.000   0.343
   0.950   7.000   0.000   0.354   0.003   0.000   0.000   0.000   0.346
   0.975   7.000   0.000   0.354   0.002   0.000   0.000   0.000   0.348
   1.000   7.000   0.001   0.354   0.001   0.000   0.000   0.000   0.350
