  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000  10.000   0.000   0.009   0.010   0.119   0.000   0.133   0.252
   0.025  10.000   0.000   0.010   0.010   0.115   0.000   0.130   0.248
   0.050  10.000   0.000   0.011   0.010   0.111   0.000   0.127   0.246
   0.075  10.000   0.000   0.012   0.011   0.107   0.000   0.124   0.244
   0.100  10.000   0.000   0.014   0.012   0.105   0.000   0.121   0.242
   0.125  10.000   0.000   0.016   0.012   0.103   0.000   0.119   0.242
   0.150  10.000   0.000   0.017   0.013   0.101   0.000   0.118   0.243
   0.175  10.000   0.000   0.019   0.014   0.101   0.000   0.117   0.246
   0.200  10.000   0.000   0.021   0.014   0.101   0.000   0.117   0.251
   0.225  10.000   0.000   0.022   0.015   0.101   0.000   0.118   0.258
   0.250  10.000   0.000   0.023   0.016   0.102   0.000   0.119   0.267
   0.275  10.000   0.000   0.024   0.017   0.103   0.000   0.121   0.276
   0.300  10.000   0.000   0.025   0.018   0.104   0.000   0.123   0.286
   0.325  11.000   0.000   0.025   0.019   0.105   0.000   0.126   0.297
   0.350  11.000   0.000   0.025   0.019   0.105   0.000   0.128   0.308
   0.375  11.000   0.000   0.025   0.020   0.106   0.000   0.131   0.318
   0.400  11.000   0.000   0.025   0.021   0.107   0.000   0.133   0.328
   0.425  11.000   0.000   0.025   0.021   0.107   0.000   0.136   0.338
   0.450  11.000   0.000   0.024   0.022   0.107   0.000   0.138   0.347
   0.475  11.000   0.000   0.024   0.023   0.107   0.000   0.141   0.356
   0.500  11.000   0.000   0.023   0.023   0.107   0.000   0.143   0.365
   0.525  11.000   0.000   0.022   0.024   0.107   0.000   0.145   0.373
   0.550  11.000   0.000   0.021   0.025   0.106   0.000   0.148   0.380
   0.575  11.000   0.000   0.020   0.025   0.106   0.000   0.150   0.387
   0.600  11.000   0.000   0.019   0.026   0.105   0.000   0.152   0.394
   0.625  11.000   0.000   0.018   0.027   0.104   0.000   0.154   0.400
   0.650  11.000   0.000   0.017   0.027   0.103   0.000   0.157   0.406
   0.675  12.000   0.000   0.016   0.028   0.102   0.001   0.159   0.411
   0.700  12.000   0.000   0.015   0.028   0.101   0.001   0.161   0.417
   0.725  12.000   0.000   0.014   0.029   0.100   0.001   0.163   0.421
   0.750  12.000   0.000   0.013   0.030   0.099   0.001   0.165   0.426
   0.775  12.000   0.000   0.012   0.030   0.097   0.001   0.167   0.430
   0.800  12.000   0.000   0.011   0.031   0.096   0.001   0.169   0.434
   0.825  12.000   0.000   0.010   0.031   0.095   0.001   0.171   0.438
   0.850  11.000   0.000   0.009   0.032   0.093   0.001   0.173   0.441
   0.875  11.000   0.000   0.008   0.033   0.092   0.001   0.175   0.445
   0.900  11.000   0.000   0.007   0.033   0.090   0.001   0.177   0.448
   0.925  11.000   0.000   0.006   0.034   0.088   0.001   0.179   0.448
   0.950  11.000   0.000   0.005   0.034   0.087   0.001   0.180   0.449
   0.975  11.000   0.000   0.005   0.035   0.085   0.001   0.182   0.450
   1.000  11.000   0.000   0.004   0.035   0.083   0.002   0.183   0.451
