  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.134   0.125   0.254
   0.025  28.000   0.136   0.126   0.258
   0.050  27.000   0.137   0.127   0.260
   0.075  27.000   0.137   0.127   0.260
   0.100  26.000   0.136   0.126   0.259
   0.125  28.000   0.134   0.125   0.255
   0.150  27.000   0.130   0.123   0.251
   0.175  26.000   0.126   0.121   0.244
   0.200  27.000   0.121   0.118   0.237
   0.225  25.000   0.116   0.114   0.229
   0.250  26.000   0.111   0.111   0.221
   0.275  25.000   0.106   0.107   0.213
   0.300  26.000   0.102   0.103   0.205
   0.325  25.000   0.098   0.100   0.198
   0.350  27.000   0.095   0.097   0.193
   0.375  27.000   0.092   0.094   0.187
   0.400  27.000   0.089   0.092   0.183
   0.425  27.000   0.087   0.090   0.179
   0.450  29.000   0.084   0.088   0.174
   0.475  27.000   0.082   0.087   0.170
   0.500  27.000   0.079   0.085   0.166
   0.525  27.000   0.077   0.083   0.162
   0.550  27.000   0.075   0.081   0.158
   0.575  26.000   0.074   0.079   0.154
   0.600  27.000   0.072   0.077   0.151
   0.625  27.000   0.070   0.075   0.147
   0.650  28.000   0.069   0.074   0.144
   0.675  28.000   0.067   0.072   0.141
   0.700  28.000   0.066   0.071   0.138
   0.725  28.000   0.065   0.069   0.136
   0.750  29.000   0.064   0.068   0.133
   0.775  29.000   0.063   0.067   0.131
   0.800  30.000   0.062   0.066   0.129
   0.825  30.000   0.061   0.064   0.127
   0.850  30.000   0.060   0.063   0.125
   0.875  30.000   0.059   0.063   0.123
   0.900  30.000   0.059   0.063   0.123
   0.925  30.000   0.059   0.063   0.123
   0.950  30.000   0.059   0.063   0.123
   0.975  30.000   0.059   0.063   0.123
   1.000  29.000   0.059   0.063   0.123
