  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  10.000   0.000   0.001   0.103   0.000   0.039   0.339
   0.025  10.000   0.000   0.001   0.102   0.000   0.039   0.334
   0.050  10.000   0.000   0.001   0.102   0.000   0.040   0.332
   0.075  10.000   0.000   0.002   0.103   0.000   0.042   0.333
   0.100   9.000   0.000   0.003   0.105   0.000   0.043   0.336
   0.125   9.000   0.000   0.005   0.107   0.000   0.045   0.339
   0.150  10.000   0.000   0.007   0.110   0.000   0.048   0.341
   0.175  10.000   0.000   0.010   0.112   0.000   0.050   0.342
   0.200   9.000   0.000   0.013   0.115   0.000   0.052   0.342
   0.225   9.000   0.000   0.016   0.118   0.000   0.054   0.341
   0.250   9.000   0.000   0.019   0.121   0.000   0.056   0.342
   0.275   9.000   0.000   0.021   0.124   0.000   0.058   0.345
   0.300   9.000   0.000   0.024   0.127   0.000   0.060   0.349
   0.325   9.000   0.000   0.026   0.131   0.000   0.063   0.354
   0.350   9.000   0.000   0.027   0.134   0.000   0.065   0.359
   0.375   9.000   0.000   0.029   0.137   0.000   0.067   0.365
   0.400   9.000   0.000   0.030   0.141   0.000   0.070   0.371
   0.425   9.000   0.000   0.031   0.144   0.000   0.072   0.377
   0.450   9.000   0.000   0.032   0.147   0.000   0.074   0.383
   0.475   9.000   0.000   0.033   0.150   0.000   0.077   0.389
   0.500   9.000   0.000   0.034   0.152   0.000   0.079   0.394
   0.525   9.000   0.000   0.034   0.155   0.000   0.081   0.398
   0.550   9.000   0.000   0.035   0.157   0.000   0.083   0.403
   0.575   9.000   0.000   0.035   0.159   0.000   0.085   0.407
   0.600  10.000   0.000   0.036   0.161   0.000   0.087   0.410
   0.625  10.000   0.000   0.036   0.163   0.000   0.089   0.414
   0.650  10.000   0.000   0.036   0.165   0.000   0.090   0.417
   0.675  10.000   0.000   0.037   0.167   0.000   0.092   0.420
   0.700  10.000   0.000   0.037   0.168   0.000   0.094   0.422
   0.725  10.000   0.000   0.037   0.170   0.000   0.095   0.424
   0.750  10.000   0.000   0.037   0.171   0.000   0.097   0.426
   0.775  10.000   0.000   0.038   0.173   0.000   0.098   0.428
   0.800  10.000   0.000   0.038   0.174   0.000   0.099   0.430
   0.825  10.000   0.000   0.038   0.175   0.000   0.101   0.431
   0.850  10.000   0.000   0.038   0.176   0.000   0.102   0.432
   0.875  10.000   0.000   0.038   0.178   0.000   0.103   0.434
   0.900  10.000   0.000   0.038   0.179   0.000   0.104   0.435
   0.925  10.000   0.000   0.038   0.179   0.000   0.105   0.434
   0.950  10.000   0.000   0.039   0.179   0.000   0.106   0.432
   0.975  10.000   0.000   0.039   0.180   0.000   0.107   0.431
   1.000  10.000   0.000   0.039   0.180   0.000   0.107   0.430
