  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.133   0.134   0.267
   0.025  26.000   0.133   0.134   0.268
   0.050  25.000   0.133   0.134   0.267
   0.075  25.000   0.131   0.133   0.265
   0.100  26.000   0.130   0.131   0.262
   0.125  25.000   0.128   0.129   0.258
   0.150  24.000   0.126   0.127   0.254
   0.175  22.000   0.125   0.125   0.250
   0.200  23.000   0.123   0.123   0.247
   0.225  22.000   0.121   0.122   0.243
   0.250  22.000   0.119   0.120   0.239
   0.275  23.000   0.116   0.118   0.235
   0.300  22.000   0.113   0.116   0.231
   0.325  21.000   0.111   0.114   0.227
   0.350  21.000   0.108   0.112   0.222
   0.375  21.000   0.105   0.110   0.217
   0.400  21.000   0.102   0.108   0.212
   0.425  21.000   0.100   0.105   0.207
   0.450  22.000   0.097   0.103   0.203
   0.475  22.000   0.095   0.101   0.198
   0.500  22.000   0.092   0.099   0.194
   0.525  22.000   0.090   0.097   0.190
   0.550  22.000   0.088   0.095   0.186
   0.575  23.000   0.086   0.093   0.182
   0.600  23.000   0.085   0.091   0.179
   0.625  23.000   0.083   0.090   0.175
   0.650  23.000   0.082   0.088   0.172
   0.675  23.000   0.080   0.087   0.170
   0.700  23.000   0.079   0.085   0.167
   0.725  23.000   0.078   0.084   0.165
   0.750  23.000   0.077   0.083   0.163
   0.775  23.000   0.076   0.082   0.161
   0.800  22.000   0.076   0.081   0.159
   0.825  22.000   0.075   0.080   0.157
   0.850  22.000   0.074   0.079   0.156
   0.875  21.000   0.074   0.079   0.155
   0.900  21.000   0.074   0.078   0.154
   0.925  21.000   0.073   0.078   0.153
   0.950  21.000   0.073   0.077   0.152
   0.975  21.000   0.073   0.077   0.152
   1.000  21.000   0.073   0.077   0.151
