  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.096   0.096   0.192
   0.025  19.000   0.097   0.098   0.195
   0.050  20.000   0.098   0.100   0.199
   0.075  23.000   0.099   0.102   0.202
   0.100  24.000   0.099   0.103   0.204
   0.125  24.000   0.099   0.104   0.206
   0.150  25.000   0.099   0.105   0.206
   0.175  25.000   0.098   0.105   0.206
   0.200  26.000   0.097   0.104   0.205
   0.225  28.000   0.096   0.103   0.203
   0.250  28.000   0.095   0.102   0.200
   0.275  29.000   0.093   0.101   0.197
   0.300  29.000   0.091   0.099   0.193
   0.325  29.000   0.089   0.097   0.190
   0.350  29.000   0.087   0.095   0.186
   0.375  28.000   0.085   0.093   0.182
   0.400  28.000   0.083   0.091   0.177
   0.425  28.000   0.081   0.089   0.173
   0.450  28.000   0.079   0.087   0.169
   0.475  28.000   0.078   0.085   0.165
   0.500  28.000   0.076   0.083   0.161
   0.525  28.000   0.074   0.081   0.158
   0.550  28.000   0.072   0.079   0.154
   0.575  28.000   0.071   0.077   0.151
   0.600  28.000   0.069   0.076   0.147
   0.625  28.000   0.068   0.074   0.144
   0.650  28.000   0.067   0.072   0.141
   0.675  28.000   0.065   0.071   0.139
   0.700  28.000   0.064   0.070   0.136
   0.725  28.000   0.063   0.068   0.134
   0.750  28.000   0.062   0.067   0.131
   0.775  28.000   0.061   0.066   0.129
   0.800  28.000   0.060   0.065   0.127
   0.825  28.000   0.059   0.064   0.125
   0.850  28.000   0.058   0.063   0.123
   0.875  29.000   0.057   0.062   0.121
   0.900  30.000   0.056   0.061   0.120
   0.925  30.000   0.056   0.060   0.118
   0.950  30.000   0.055   0.060   0.116
   0.975  30.000   0.054   0.059   0.115
   1.000  30.000   0.054   0.058   0.114
