  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.126   0.126   0.252
   0.025  19.000   0.127   0.127   0.254
   0.050  20.000   0.129   0.130   0.260
   0.075  21.000   0.132   0.135   0.268
   0.100  20.000   0.134   0.138   0.274
   0.125  20.000   0.135   0.141   0.278
   0.150  21.000   0.135   0.142   0.279
   0.175  21.000   0.134   0.142   0.279
   0.200  21.000   0.133   0.141   0.277
   0.225  22.000   0.131   0.140   0.275
   0.250  23.000   0.129   0.138   0.271
   0.275  23.000   0.126   0.136   0.266
   0.300  23.000   0.124   0.133   0.261
   0.325  23.000   0.121   0.131   0.256
   0.350  23.000   0.118   0.128   0.250
   0.375  23.000   0.115   0.125   0.244
   0.400  22.000   0.112   0.122   0.238
   0.425  22.000   0.110   0.119   0.232
   0.450  21.000   0.107   0.116   0.226
   0.475  21.000   0.104   0.113   0.221
   0.500  20.000   0.102   0.110   0.215
   0.525  20.000   0.099   0.108   0.210
   0.550  20.000   0.097   0.105   0.205
   0.575  20.000   0.095   0.103   0.201
   0.600  20.000   0.093   0.101   0.197
   0.625  20.000   0.091   0.098   0.193
   0.650  19.000   0.089   0.096   0.189
   0.675  19.000   0.088   0.095   0.185
   0.700  19.000   0.086   0.093   0.182
   0.725  19.000   0.085   0.091   0.179
   0.750  19.000   0.083   0.090   0.176
   0.775  19.000   0.082   0.089   0.173
   0.800  19.000   0.081   0.087   0.171
   0.825  19.000   0.080   0.086   0.168
   0.850  19.000   0.079   0.085   0.166
   0.875  19.000   0.078   0.084   0.164
   0.900  19.000   0.077   0.083   0.162
   0.925  19.000   0.077   0.083   0.163
   0.950  19.000   0.077   0.083   0.163
   0.975  19.000   0.077   0.083   0.163
   1.000  19.000   0.077   0.083   0.163
