  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.050   0.004   0.197   0.154   0.000   0.071
   0.025   6.000   0.048   0.003   0.193   0.148   0.000   0.076
   0.050   6.000   0.046   0.003   0.190   0.141   0.000   0.081
   0.075   6.000   0.045   0.003   0.188   0.135   0.000   0.087
   0.100   6.000   0.044   0.003   0.188   0.130   0.000   0.094
   0.125   6.000   0.043   0.003   0.190   0.125   0.000   0.103
   0.150   6.000   0.042   0.003   0.192   0.121   0.000   0.113
   0.175   6.000   0.040   0.003   0.193   0.117   0.000   0.121
   0.200   6.000   0.037   0.003   0.191   0.113   0.000   0.127
   0.225   6.000   0.035   0.003   0.189   0.109   0.000   0.132
   0.250   6.000   0.034   0.004   0.189   0.105   0.000   0.138
   0.275   7.000   0.034   0.004   0.190   0.102   0.000   0.145
   0.300   7.000   0.034   0.005   0.191   0.100   0.000   0.152
   0.325   7.000   0.035   0.006   0.193   0.099   0.000   0.161
   0.350   7.000   0.035   0.006   0.194   0.098   0.000   0.170
   0.375   8.000   0.035   0.007   0.196   0.098   0.000   0.180
   0.400   8.000   0.035   0.007   0.197   0.098   0.000   0.190
   0.425   8.000   0.035   0.007   0.198   0.099   0.000   0.200
   0.450   8.000   0.035   0.007   0.199   0.099   0.000   0.211
   0.475   8.000   0.035   0.007   0.199   0.100   0.000   0.221
   0.500   9.000   0.034   0.007   0.199   0.101   0.000   0.231
   0.525   9.000   0.034   0.007   0.199   0.102   0.000   0.241
   0.550   9.000   0.033   0.007   0.199   0.103   0.000   0.251
   0.575   9.000   0.032   0.006   0.198   0.104   0.000   0.260
   0.600  10.000   0.032   0.006   0.198   0.106   0.000   0.270
   0.625  11.000   0.031   0.006   0.197   0.107   0.000   0.278
   0.650  11.000   0.030   0.005   0.196   0.108   0.000   0.287
   0.675  11.000   0.029   0.005   0.195   0.109   0.000   0.295
   0.700  11.000   0.029   0.005   0.194   0.110   0.000   0.302
   0.725  11.000   0.028   0.005   0.193   0.111   0.000   0.310
   0.750  11.000   0.027   0.004   0.192   0.112   0.000   0.316
   0.775  11.000   0.026   0.004   0.191   0.113   0.000   0.323
   0.800  11.000   0.025   0.004   0.190   0.115   0.000   0.329
   0.825  11.000   0.025   0.003   0.189   0.116   0.000   0.335
   0.850  11.000   0.024   0.003   0.187   0.117   0.000   0.340
   0.875  11.000   0.023   0.003   0.186   0.118   0.000   0.346
   0.900  11.000   0.023   0.003   0.185   0.119   0.000   0.350
   0.925  11.000   0.022   0.002   0.183   0.120   0.000   0.353
   0.950  11.000   0.021   0.002   0.181   0.120   0.000   0.355
   0.975  11.000   0.020   0.002   0.180   0.121   0.000   0.357
   1.000  11.000   0.020   0.002   0.178   0.121   0.000   0.358
