  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.001   0.271   0.189   0.000   0.029   0.077
   0.025   5.000   0.002   0.268   0.195   0.000   0.028   0.075
   0.050   5.000   0.003   0.266   0.202   0.000   0.028   0.073
   0.075   5.000   0.004   0.263   0.209   0.000   0.028   0.071
   0.100   5.000   0.006   0.261   0.217   0.000   0.029   0.069
   0.125   4.000   0.008   0.258   0.225   0.000   0.029   0.066
   0.150   4.000   0.011   0.256   0.234   0.000   0.030   0.063
   0.175   5.000   0.015   0.252   0.243   0.000   0.031   0.060
   0.200   5.000   0.019   0.249   0.254   0.000   0.032   0.057
   0.225   5.000   0.024   0.245   0.264   0.000   0.033   0.052
   0.250   5.000   0.029   0.241   0.275   0.000   0.034   0.048
   0.275   5.000   0.035   0.237   0.286   0.000   0.035   0.042
   0.300   5.000   0.041   0.230   0.294   0.000   0.035   0.036
   0.325   5.000   0.045   0.223   0.300   0.000   0.035   0.030
   0.350   4.000   0.049   0.215   0.307   0.000   0.035   0.023
   0.375   4.000   0.053   0.209   0.314   0.000   0.035   0.018
   0.400   4.000   0.055   0.204   0.321   0.000   0.035   0.014
   0.425   4.000   0.058   0.199   0.327   0.000   0.034   0.011
   0.450   4.000   0.060   0.195   0.332   0.001   0.033   0.009
   0.475   4.000   0.062   0.191   0.336   0.001   0.032   0.009
   0.500   4.000   0.063   0.187   0.339   0.001   0.031   0.011
   0.525   4.000   0.064   0.184   0.340   0.001   0.029   0.014
   0.550   4.000   0.064   0.181   0.342   0.001   0.028   0.017
   0.575   4.000   0.064   0.178   0.342   0.001   0.027   0.022
   0.600   4.000   0.064   0.175   0.342   0.001   0.025   0.027
   0.625   5.000   0.063   0.172   0.342   0.001   0.024   0.033
   0.650   5.000   0.063   0.170   0.342   0.002   0.023   0.040
   0.675   5.000   0.062   0.167   0.341   0.002   0.022   0.046
   0.700   5.000   0.061   0.165   0.341   0.002   0.021   0.053
   0.725   5.000   0.060   0.162   0.340   0.002   0.020   0.061
   0.750   5.000   0.059   0.160   0.339   0.002   0.019   0.068
   0.775   5.000   0.057   0.158   0.338   0.002   0.018   0.076
   0.800   5.000   0.056   0.156   0.337   0.003   0.018   0.084
   0.825   5.000   0.055   0.153   0.335   0.003   0.017   0.092
   0.850   5.000   0.053   0.151   0.334   0.003   0.016   0.100
   0.875   5.000   0.052   0.149   0.333   0.003   0.016   0.108
   0.900   5.000   0.050   0.147   0.331   0.003   0.015   0.117
   0.925   5.000   0.049   0.145   0.330   0.004   0.014   0.125
   0.950   6.000   0.047   0.143   0.328   0.004   0.014   0.133
   0.975   7.000   0.046   0.141   0.326   0.004   0.013   0.142
   1.000   7.000   0.044   0.138   0.325   0.004   0.013   0.150
