  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.109   0.108   0.216
   0.025  25.000   0.109   0.107   0.216
   0.050  24.000   0.108   0.107   0.214
   0.075  23.000   0.106   0.106   0.212
   0.100  23.000   0.104   0.105   0.210
   0.125  23.000   0.102   0.104   0.207
   0.150  22.000   0.100   0.102   0.203
   0.175  22.000   0.097   0.101   0.200
   0.200  21.000   0.095   0.099   0.196
   0.225  19.000   0.092   0.097   0.191
   0.250  19.000   0.089   0.095   0.187
   0.275  16.000   0.087   0.094   0.184
   0.300  16.000   0.087   0.094   0.183
   0.325  18.000   0.087   0.095   0.185
   0.350  19.000   0.088   0.095   0.186
   0.375  19.000   0.088   0.096   0.187
   0.400  20.000   0.088   0.096   0.187
   0.425  21.000   0.088   0.096   0.187
   0.450  21.000   0.089   0.095   0.187
   0.475  21.000   0.089   0.095   0.186
   0.500  22.000   0.089   0.094   0.186
   0.525  21.000   0.089   0.094   0.185
   0.550  21.000   0.089   0.094   0.185
   0.575  21.000   0.089   0.093   0.184
   0.600  21.000   0.089   0.093   0.183
   0.625  21.000   0.089   0.092   0.182
   0.650  21.000   0.088   0.092   0.181
   0.675  21.000   0.088   0.091   0.180
   0.700  21.000   0.087   0.091   0.179
   0.725  21.000   0.087   0.090   0.178
   0.750  20.000   0.086   0.089   0.177
   0.775  20.000   0.086   0.089   0.176
   0.800  20.000   0.085   0.088   0.174
   0.825  20.000   0.084   0.087   0.173
   0.850  20.000   0.083   0.087   0.172
   0.875  20.000   0.083   0.086   0.170
   0.900  20.000   0.082   0.085   0.169
   0.925  20.000   0.081   0.085   0.168
   0.950  20.000   0.081   0.084   0.166
   0.975  20.000   0.080   0.084   0.165
   1.000  20.000   0.079   0.083   0.164
