          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.52480E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25147E+02  0.70317E+01 -0.32179E+02  0.22337E+01  0.46917E+01  0.56904E+01      982.00
  0.22994E-01  0.52487E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.25276E+02  0.69007E+01 -0.32176E+02  0.29383E+01  0.45825E+01  0.52697E+01      982.00
  0.45983E-01  0.52575E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.25419E+02  0.67975E+01 -0.32217E+02  0.36261E+01  0.44793E+01  0.48021E+01      982.00
  0.68961E-01  0.52716E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.25568E+02  0.67126E+01 -0.32281E+02  0.43071E+01  0.43693E+01  0.42716E+01      982.00
  0.91925E-01  0.52925E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25719E+02  0.66665E+01 -0.32385E+02  0.49696E+01  0.42524E+01  0.36821E+01      982.00
  0.11487E+00  0.53172E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25850E+02  0.66621E+01 -0.32512E+02  0.55968E+01  0.41296E+01  0.30391E+01      982.00
  0.13780E+00  0.53437E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25948E+02  0.67045E+01 -0.32653E+02  0.61634E+01  0.40074E+01  0.23576E+01      982.00
  0.16072E+00  0.53707E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.26004E+02  0.68020E+01 -0.32806E+02  0.66641E+01  0.38782E+01  0.16388E+01      982.00
  0.18362E+00  0.53972E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.26011E+02  0.69569E+01 -0.32968E+02  0.70926E+01  0.37399E+01  0.88600E+00      982.00
  0.20653E+00  0.54220E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25966E+02  0.71629E+01 -0.33129E+02  0.74544E+01  0.35823E+01  0.93595E-01      982.00
  0.22944E+00  0.54448E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25861E+02  0.74235E+01 -0.33284E+02  0.77609E+01  0.33959E+01 -0.74536E+00      982.00
  0.25236E+00  0.54632E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25676E+02  0.77411E+01 -0.33417E+02  0.80171E+01  0.31600E+01 -0.16361E+01      982.00
  0.27530E+00  0.54710E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25366E+02  0.81455E+01 -0.33511E+02  0.81666E+01  0.28540E+01 -0.25488E+01      982.00
  0.29827E+00  0.54674E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24923E+02  0.86546E+01 -0.33578E+02  0.81600E+01  0.24508E+01 -0.34681E+01      982.00
  0.32130E+00  0.54584E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24378E+02  0.92660E+01 -0.33644E+02  0.80029E+01  0.19435E+01 -0.43923E+01      982.00
  0.34442E+00  0.54489E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23746E+02  0.99665E+01 -0.33712E+02  0.77272E+01  0.13334E+01 -0.53252E+01      982.00
  0.36762E+00  0.54457E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23049E+02  0.10753E+02 -0.33801E+02  0.73658E+01  0.62671E+00 -0.62600E+01      982.00
