  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.018   0.382   0.000   0.000   0.000   0.201
   0.025   4.000   0.013   0.385   0.000   0.000   0.000   0.204
   0.050   5.000   0.009   0.386   0.000   0.000   0.000   0.207
   0.075   5.000   0.006   0.387   0.000   0.000   0.000   0.212
   0.100   5.000   0.004   0.387   0.000   0.000   0.000   0.217
   0.125   5.000   0.002   0.386   0.000   0.000   0.000   0.222
   0.150   6.000   0.001   0.385   0.001   0.000   0.000   0.227
   0.175   6.000   0.001   0.382   0.001   0.000   0.000   0.233
   0.200   6.000   0.000   0.379   0.002   0.000   0.000   0.239
   0.225   6.000   0.000   0.376   0.004   0.000   0.000   0.245
   0.250   6.000   0.000   0.372   0.006   0.000   0.000   0.252
   0.275   7.000   0.000   0.368   0.008   0.000   0.000   0.258
   0.300   7.000   0.000   0.363   0.011   0.000   0.000   0.265
   0.325   7.000   0.000   0.358   0.015   0.000   0.000   0.271
   0.350   8.000   0.000   0.353   0.018   0.000   0.000   0.278
   0.375   8.000   0.000   0.348   0.023   0.000   0.000   0.284
   0.400   8.000   0.000   0.342   0.028   0.000   0.000   0.290
   0.425   9.000   0.000   0.336   0.033   0.000   0.000   0.296
   0.450   9.000   0.000   0.330   0.038   0.000   0.000   0.302
   0.475   9.000   0.000   0.324   0.044   0.000   0.000   0.308
   0.500  10.000   0.000   0.318   0.049   0.000   0.000   0.313
   0.525  10.000   0.000   0.312   0.055   0.000   0.000   0.318
   0.550  10.000   0.000   0.307   0.060   0.000   0.000   0.322
   0.575  10.000   0.000   0.302   0.066   0.000   0.000   0.327
   0.600  10.000   0.000   0.297   0.072   0.000   0.000   0.331
   0.625  10.000   0.000   0.293   0.077   0.000   0.000   0.336
   0.650  10.000   0.000   0.289   0.083   0.000   0.000   0.340
   0.675  10.000   0.000   0.285   0.088   0.000   0.000   0.343
   0.700  10.000   0.000   0.281   0.093   0.000   0.000   0.347
   0.725  10.000   0.000   0.278   0.098   0.000   0.000   0.350
   0.750  10.000   0.000   0.275   0.103   0.000   0.000   0.353
   0.775  10.000   0.000   0.272   0.108   0.000   0.000   0.356
   0.800  10.000   0.000   0.269   0.113   0.000   0.000   0.359
   0.825   9.000   0.000   0.266   0.117   0.000   0.000   0.361
   0.850   9.000   0.000   0.263   0.121   0.000   0.000   0.364
   0.875   9.000   0.000   0.261   0.126   0.000   0.000   0.366
   0.900   9.000   0.000   0.258   0.129   0.000   0.000   0.368
   0.925   9.000   0.000   0.256   0.133   0.000   0.000   0.370
   0.950   9.000   0.000   0.254   0.137   0.000   0.000   0.372
   0.975   9.000   0.000   0.252   0.140   0.000   0.000   0.374
   1.000   9.000   0.000   0.250   0.143   0.000   0.000   0.376
