  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.124   0.118   0.240
   0.025  25.000   0.125   0.120   0.244
   0.050  26.000   0.126   0.122   0.246
   0.075  26.000   0.127   0.124   0.249
   0.100  27.000   0.127   0.126   0.252
   0.125  25.000   0.126   0.127   0.254
   0.150  25.000   0.125   0.128   0.255
   0.175  27.000   0.123   0.128   0.253
   0.200  27.000   0.121   0.127   0.250
   0.225  27.000   0.117   0.124   0.244
   0.250  27.000   0.114   0.121   0.238
   0.275  27.000   0.110   0.118   0.231
   0.300  27.000   0.106   0.114   0.223
   0.325  27.000   0.102   0.110   0.215
   0.350  28.000   0.099   0.106   0.208
   0.375  28.000   0.095   0.102   0.200
   0.400  28.000   0.092   0.099   0.193
   0.425  28.000   0.089   0.095   0.187
   0.450  29.000   0.086   0.092   0.180
   0.475  29.000   0.083   0.089   0.175
   0.500  29.000   0.080   0.086   0.169
   0.525  28.000   0.078   0.084   0.164
   0.550  28.000   0.076   0.081   0.160
   0.575  28.000   0.074   0.079   0.155
   0.600  28.000   0.072   0.077   0.151
   0.625  28.000   0.070   0.075   0.148
   0.650  28.000   0.069   0.073   0.144
   0.675  28.000   0.068   0.072   0.141
   0.700  28.000   0.066   0.070   0.138
   0.725  28.000   0.065   0.069   0.136
   0.750  28.000   0.064   0.068   0.133
   0.775  28.000   0.063   0.066   0.131
   0.800  28.000   0.062   0.065   0.129
   0.825  28.000   0.061   0.064   0.126
   0.850  28.000   0.060   0.063   0.125
   0.875  28.000   0.059   0.062   0.123
   0.900  28.000   0.059   0.062   0.123
   0.925  28.000   0.059   0.062   0.123
   0.950  28.000   0.059   0.062   0.123
   0.975  28.000   0.059   0.062   0.123
   1.000  28.000   0.059   0.062   0.123
