  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.129   0.136   0.268
   0.025  28.000   0.129   0.136   0.268
   0.050  28.000   0.129   0.136   0.268
   0.075  28.000   0.128   0.135   0.266
   0.100  28.000   0.127   0.134   0.264
   0.125  27.000   0.126   0.132   0.261
   0.150  27.000   0.124   0.130   0.257
   0.175  28.000   0.122   0.128   0.252
   0.200  28.000   0.120   0.125   0.247
   0.225  28.000   0.118   0.122   0.242
   0.250  27.000   0.116   0.119   0.236
   0.275  26.000   0.113   0.116   0.231
   0.300  26.000   0.111   0.113   0.225
   0.325  26.000   0.109   0.111   0.221
   0.350  25.000   0.107   0.108   0.216
   0.375  24.000   0.106   0.106   0.212
   0.400  22.000   0.104   0.105   0.209
   0.425  21.000   0.103   0.103   0.206
   0.450  21.000   0.101   0.102   0.203
   0.475  21.000   0.100   0.100   0.201
   0.500  21.000   0.099   0.099   0.198
   0.525  21.000   0.098   0.098   0.196
   0.550  21.000   0.097   0.097   0.194
   0.575  21.000   0.096   0.096   0.192
   0.600  21.000   0.094   0.095   0.190
   0.625  21.000   0.093   0.095   0.188
   0.650  21.000   0.092   0.094   0.187
   0.675  22.000   0.091   0.093   0.185
   0.700  21.000   0.090   0.092   0.184
   0.725  20.000   0.090   0.092   0.182
   0.750  20.000   0.089   0.091   0.181
   0.775  20.000   0.088   0.090   0.179
   0.800  20.000   0.087   0.090   0.178
   0.825  21.000   0.086   0.089   0.177
   0.850  21.000   0.085   0.089   0.175
   0.875  21.000   0.085   0.088   0.174
   0.900  21.000   0.084   0.087   0.173
   0.925  21.000   0.083   0.087   0.172
   0.950  21.000   0.082   0.086   0.170
   0.975  21.000   0.082   0.086   0.169
   1.000  21.000   0.081   0.085   0.168
