  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  18.000   0.118   0.125   0.245
   0.025  20.000   0.122   0.129   0.254
   0.050  20.000   0.124   0.133   0.260
   0.075  20.000   0.126   0.135   0.265
   0.100  21.000   0.127   0.136   0.267
   0.125  22.000   0.128   0.137   0.268
   0.150  22.000   0.127   0.137   0.268
   0.175  22.000   0.127   0.136   0.267
   0.200  22.000   0.125   0.135   0.265
   0.225  23.000   0.124   0.134   0.262
   0.250  23.000   0.122   0.132   0.258
   0.275  22.000   0.120   0.130   0.254
   0.300  22.000   0.118   0.128   0.249
   0.325  22.000   0.115   0.125   0.244
   0.350  22.000   0.113   0.122   0.239
   0.375  21.000   0.110   0.120   0.234
   0.400  21.000   0.108   0.117   0.229
   0.425  21.000   0.105   0.114   0.223
   0.450  21.000   0.103   0.112   0.218
   0.475  21.000   0.100   0.109   0.213
   0.500  21.000   0.098   0.107   0.208
   0.525  21.000   0.096   0.104   0.204
   0.550  21.000   0.094   0.102   0.199
   0.575  21.000   0.092   0.100   0.195
   0.600  21.000   0.090   0.098   0.191
   0.625  21.000   0.088   0.096   0.187
   0.650  21.000   0.086   0.094   0.184
   0.675  21.000   0.085   0.092   0.180
   0.700  21.000   0.083   0.091   0.177
   0.725  21.000   0.082   0.089   0.174
   0.750  21.000   0.081   0.088   0.172
   0.775  22.000   0.080   0.086   0.169
   0.800  23.000   0.079   0.085   0.167
   0.825  23.000   0.078   0.084   0.164
   0.850  23.000   0.077   0.083   0.162
   0.875  23.000   0.076   0.082   0.160
   0.900  23.000   0.075   0.081   0.159
   0.925  23.000   0.074   0.080   0.157
   0.950  23.000   0.073   0.079   0.155
   0.975  23.000   0.073   0.078   0.154
   1.000  23.000   0.073   0.079   0.154
